qid,start,finish,runtime,status
20054,2288.6,2316.8,28.11,ok
25324,2316.8,2324.8,8.04,ok
10087,2282.6,2345.5,62.89,ok
25384,2324.8,2360.7,35.92,ok
11778,2345.5,2365.3,19.82,ok
18011,2360.7,2375.1,14.39,ok
10319,2082.6,2384.4,301.83,ok
8309,2384.4,2397.6,13.22,ok
13458,2375.1,2398.7,23.59,ok
13012,2316.6,2400.8,84.21,ok
17856,2397.6,2412.8,15.19,ok
15078,2398.7,2415.4,16.67,ok
25804,2400.8,2424.3,23.47,ok
11439,2415.4,2433.5,18.12,ok
7073,2365.3,2442.9,77.54,ok
5114,2412.8,2451.5,38.7,ok
12982,2442.9,2457.0,14.1,ok
26520,2424.3,2486.7,62.43,ok
26637,2486.7,2498.7,12.0,ok
13640,2457.0,2506.0,49.03,ok
7565,2451.5,2530.8,79.24,ok
25968,2530.8,2540.5,9.76,ok
26614,2540.5,2554.4,13.87,ok
12381,2506.0,2571.4,65.39,ok
26373,2571.4,2583.2,11.76,ok
9421,2554.4,2632.2,77.83,ok
26749,2498.7,2651.6,152.89,ok
25648,2651.6,2665.8,14.25,ok
26668,2632.2,2677.9,45.65,ok
12849,2433.5,2682.7,249.17,ok
26165,2677.9,2694.8,16.94,ok
12518,2583.2,2695.2,112.05,ok
25937,2682.7,2710.3,27.63,ok
9547,2665.8,2727.3,61.43,ok
26201,2710.3,2745.3,34.96,ok
26353,2695.2,2776.0,80.81,ok
23470,2745.3,2787.3,42.01,ok
15015,2776.0,2794.3,18.31,ok
11598,2727.3,2797.5,70.24,ok
26712,2797.5,2805.9,8.44,ok
25712,2805.9,2809.6,3.65,ok
10538,2787.3,2810.4,23.14,ok
25464,2809.6,2857.1,47.46,ok
14451,2794.3,2885.6,91.28,ok
25752,2810.4,2885.9,75.47,ok
4399,2885.9,2902.4,16.45,ok
18457,2885.6,2910.9,25.27,ok
10109,2857.1,2931.6,74.57,ok
10653,2931.6,2959.0,27.37,ok
16494,2910.9,2959.1,48.21,ok
10506,2959.0,2979.1,20.12,ok
25279,2902.4,2986.0,83.64,ok
7559,2959.1,3003.6,44.48,ok
4601,2979.1,3018.0,38.87,ok
4693,2986.0,3019.2,33.16,ok
14569,3003.6,3057.2,53.64,ok
7488,3019.2,3059.8,40.6,ok
26426,3059.8,3088.7,28.88,ok
25834,3088.7,3093.8,5.13,ok
25545,3093.8,3110.0,16.15,ok
23711,3018.0,3139.8,121.81,ok
25831,3139.8,3148.2,8.34,ok
8925,3148.2,3163.6,15.4,ok
26818,3163.6,3167.3,3.74,ok
17922,3057.2,3176.5,119.22,ok
17970,3176.5,3183.8,7.3,ok
11028,3167.3,3204.8,37.48,ok
7609,3110.0,3220.3,110.3,ok
26382,3220.3,3223.3,3.04,ok
26276,3223.3,3228.7,5.42,ok
10601,3228.7,3239.0,10.22,ok
3609,2694.8,3255.3,560.49,ok
5216,3183.8,3267.8,84.01,ok
7857,3255.3,3276.2,20.91,ok
10543,3204.8,3284.6,79.79,ok
13012,3267.8,3320.8,53.03,ok
17922,3284.6,3332.6,48.0,ok
15906,3239.0,3338.2,99.19,ok
25831,3332.6,3341.7,9.12,ok
25834,3341.7,3347.5,5.76,ok
11334,3338.2,3363.8,25.64,ok
26040,3320.8,3384.8,63.97,ok
20054,3363.8,3385.0,21.16,ok
8309,3385.0,3405.5,20.53,ok
26439,3384.8,3413.6,28.81,ok
4693,3405.5,3434.5,28.96,ok
25714,3434.5,3449.2,14.68,ok
13132,3347.5,3460.0,112.46,ok
15150,3413.6,3468.5,54.87,ok
26720,3468.5,3480.1,11.61,ok
15010,3460.0,3500.3,40.37,ok
7787,3480.1,3500.4,20.35,ok
26718,3449.2,3506.9,57.78,ok
26479,3500.4,3517.0,16.52,ok
9990,3500.3,3543.7,43.41,ok
26022,3506.9,3546.7,39.71,ok
11844,3276.2,3550.9,274.62,ok
26373,3550.9,3564.4,13.52,ok
18457,3543.7,3578.1,34.34,ok
26614,3564.4,3578.8,14.48,ok
25315,3578.1,3598.4,20.32,ok
4601,3546.7,3606.5,59.79,ok
10229,3598.4,3616.4,18.04,ok
9057,3517.0,3631.8,114.88,ok
14738,3616.4,3636.0,19.56,ok
9953,3631.8,3644.8,12.99,ok
9614,3636.0,3655.2,19.16,ok
7436,3644.8,3663.4,18.56,ok
25435,3606.5,3664.9,58.41,ok
7565,3578.8,3668.8,89.96,ok
11482,3664.9,3675.5,10.67,ok
11769,3663.4,3678.2,14.84,ok
10319,3678.2,3705.4,27.14,ok
25384,3675.5,3724.8,49.3,ok
17168,3668.8,3736.7,67.92,ok
25425,3724.8,3747.5,22.71,ok
26660,3747.5,3764.8,17.28,ok
26112,3736.7,3765.4,28.69,ok
15243,3765.4,3791.9,26.46,ok
23711,3655.2,3792.5,137.34,ok
25631,3705.4,3819.7,114.3,ok
26256,3819.7,3839.7,20.0,ok
26210,3791.9,3853.3,61.39,ok
13805,3839.7,3858.7,18.98,ok
25320,3853.3,3885.6,32.3,ok
18011,3885.6,3891.6,5.95,ok
7488,3858.7,3928.8,70.12,ok
26787,3792.5,3948.1,155.57,ok
10653,3948.1,3989.9,41.79,ok
26522,3764.8,4038.2,273.34,ok
26810,4038.2,4049.4,11.27,ok
10109,3928.8,4056.9,128.12,ok
25871,4049.4,4068.3,18.82,ok
12050,4068.3,4071.3,3.06,ok
25968,4071.3,4080.9,9.61,ok
25783,4080.9,4108.6,27.66,ok
10543,3989.9,4129.1,139.27,ok
4291,4129.1,4138.7,9.55,ok
25397,3891.6,4151.3,259.69,ok
25498,4108.6,4161.2,52.66,ok
25882,4138.7,4161.6,22.9,ok
26025,4056.9,4170.1,113.22,ok
26783,4170.1,4181.9,11.75,ok
26456,4181.9,4195.4,13.5,ok
4741,4161.2,4203.3,41.76,ok
26005,4161.6,4208.9,47.24,ok
15049,4151.3,4213.5,62.27,ok
13458,4195.4,4213.5,18.17,ok
26805,4203.3,4216.7,13.38,ok
15832,4208.9,4238.7,29.81,ok
25344,4213.5,4252.5,38.95,ok
6373,4238.7,4254.7,16.01,ok
26067,4254.7,4280.6,25.9,ok
4383,4280.6,4288.9,8.3,ok
26496,4288.9,4302.8,13.85,ok
25629,4213.5,4306.5,92.99,ok
17817,4302.8,4329.8,27.04,ok
15697,4306.5,4357.3,50.77,ok
5114,4329.8,4361.7,31.84,ok
8569,4361.7,4380.6,18.91,ok
26658,4252.5,4393.1,140.63,ok
4399,4357.3,4403.3,46.03,ok
25545,4380.6,4409.2,28.61,ok
14674,4403.3,4418.9,15.56,ok
11082,4393.1,4453.7,60.55,ok
14051,4453.7,4475.8,22.15,ok
12849,4216.7,4484.5,267.77,ok
9876,4475.8,4489.1,13.27,ok
12982,4484.5,4501.8,17.25,ok
11968,4409.2,4505.0,95.76,ok
12518,4418.9,4505.1,86.22,ok
9000,4505.0,4519.3,14.29,ok
11810,4501.8,4523.7,21.94,ok
8812,4505.1,4550.5,45.37,ok
13237,4550.5,4581.1,30.62,ok
14904,4581.1,4600.2,19.08,ok
7609,4489.1,4608.8,119.63,ok
25577,4600.2,4616.9,16.69,ok
26414,4519.3,4623.8,104.55,ok
26508,4523.7,4628.6,104.87,ok
12305,4628.6,4649.6,21.01,ok
17034,4616.9,4676.4,59.49,ok
25279,4608.8,4687.8,79.09,ok
26240,4687.8,4700.6,12.75,ok
26749,4623.8,4712.5,88.68,ok
25977,4649.6,4718.3,68.67,ok
12343,4700.6,4718.9,18.29,ok
17332,4718.3,4738.0,19.77,ok
12102,4718.9,4738.2,19.3,ok
26294,4738.0,4765.7,27.65,ok
11822,4738.2,4773.1,34.88,ok
9173,4765.7,4796.8,31.1,ok
12950,4773.1,4797.1,24.02,ok
11512,4796.8,4804.2,7.38,ok
14438,4797.1,4805.2,8.11,ok
10538,4804.2,4815.5,11.31,ok
11555,4676.4,4820.8,144.36,ok
25585,4805.2,4824.4,19.16,ok
11028,4824.4,4853.9,29.51,ok
25469,4853.9,4875.5,21.65,ok
13216,4820.8,4892.0,71.26,ok
12889,4875.5,4905.7,30.17,ok
25409,4905.7,4919.2,13.49,ok
19186,4892.0,4938.3,46.28,ok
16494,4919.2,4957.7,38.44,ok
26517,4957.7,4959.7,1.97,ok
26201,4938.3,4960.9,22.61,ok
11614,4815.5,4970.9,155.4,ok
25305,4970.9,4978.8,7.88,ok
26425,4960.9,4991.4,30.48,ok
25937,4959.7,4993.1,33.43,ok
6531,4991.4,5008.9,17.46,ok
3924,4978.8,5014.0,35.22,ok
23470,4993.1,5023.2,30.09,ok
15078,5008.9,5035.4,26.58,ok
14075,5035.4,5037.6,2.19,ok
8793,5023.2,5038.7,15.52,ok
11800,5014.0,5050.3,36.32,ok
10948,5038.7,5059.5,20.82,ok
26027,5037.6,5070.1,32.45,ok
11399,5070.1,5113.8,43.7,ok
10260,5059.5,5127.0,67.48,ok
25746,5113.8,5131.4,17.59,ok
25259,5050.3,5132.0,81.72,ok
25712,5132.0,5139.5,7.45,ok
17182,5127.0,5181.9,54.92,ok
18604,5131.4,5196.6,65.18,ok
25324,5196.6,5201.2,4.64,ok
26741,5181.9,5210.2,28.24,ok
5069,5201.2,5226.2,24.95,ok
25788,5226.2,5233.0,6.81,ok
14451,5139.5,5236.4,96.87,ok
26426,5233.0,5263.4,30.37,ok
18656,5236.4,5279.4,43.03,ok
8198,5263.4,5286.5,23.04,ok
3609,4712.5,,600,timeout
25478,5312.6,5327.0,14.41,ok
25934,5210.2,5329.2,118.99,ok
26245,5286.5,5344.1,57.6,ok
24675,5327.0,5345.7,18.72,ok
6388,5329.2,5356.5,27.3,ok
10073,5344.1,5369.6,25.54,ok
26673,5279.4,5378.1,98.65,ok
26813,5369.6,5396.1,26.48,ok
7073,5345.7,5406.8,61.1,ok
9547,5378.1,5437.7,59.6,ok
17471,5396.1,5449.9,53.79,ok
16495,5356.5,5453.0,96.49,ok
16115,5406.8,5455.2,48.34,ok
22624,5449.9,5470.5,20.67,ok
15326,5437.7,5470.8,33.06,ok
26144,5470.8,5476.4,5.66,ok
11964,5470.5,5494.7,24.11,ok
26283,5476.4,5506.4,30.01,ok
22566,5494.7,5519.5,24.88,ok
26668,5455.2,5540.1,84.94,ok
10506,5519.5,5550.6,31.06,ok
11778,5540.1,5558.9,18.79,ok
5794,5506.4,5589.4,83.0,ok
26214,5589.4,5597.7,8.26,ok
26520,5550.6,5620.2,69.61,ok
26353,5453.0,5629.6,176.67,ok
25470,5620.2,5640.5,20.28,ok
9421,5558.9,5649.2,90.3,ok
25824,5640.5,5654.9,14.34,ok
25648,5649.2,5673.7,24.5,ok
26486,5654.9,5682.9,28.09,ok
15077,5682.9,5698.3,15.38,ok
18038,5629.6,5709.2,79.56,ok
11439,5698.3,5712.4,14.04,ok
14018,5709.2,5717.1,7.93,ok
25752,5597.7,5731.5,133.79,ok
26243,5731.5,5734.9,3.41,ok
2895,5712.4,5737.2,24.78,ok
14203,5737.2,5761.8,24.62,ok
13640,5717.1,5774.1,56.97,ok
11729,5673.7,5800.8,127.11,ok
10322,5761.8,5806.2,44.42,ok
26710,5734.9,5827.5,92.61,ok
15348,5774.1,5831.8,57.71,ok
15474,5800.8,5835.2,34.32,ok
9618,5827.5,5851.8,24.28,ok
14319,5806.2,5859.2,52.99,ok
7559,5851.8,5866.5,14.71,ok
25885,5835.2,5876.6,41.4,ok
26263,5866.5,5885.7,19.2,ok
10795,5831.8,5909.8,77.95,ok
17875,5876.6,5941.9,65.26,ok
26712,5941.9,5944.9,3.04,ok
25464,5885.7,5945.2,59.44,ok
17970,5944.9,5951.8,6.91,ok
26321,5945.2,5967.4,22.24,ok
26637,5951.8,5970.2,18.36,ok
26165,5967.4,5985.4,18.04,ok
6836,5985.4,5994.7,9.22,ok
26368,5994.7,6013.1,18.42,ok
3955,5859.2,6025.6,166.39,ok
26608,6013.1,6026.3,13.23,ok
5216,5909.8,6040.0,130.28,ok
15092,6025.6,6052.1,26.53,ok
15014,5970.2,6059.9,89.66,ok
8925,6059.9,6073.7,13.81,ok
10001,6040.0,6073.7,33.66,ok
17856,6073.7,6091.5,17.79,ok
15015,6073.7,6103.0,29.27,ok
14569,6052.1,6116.7,64.58,ok
10075,6091.5,6133.6,42.05,ok
11063,6116.7,6143.9,27.2,ok
10087,6103.0,6146.9,43.95,ok
26818,6143.9,6147.6,3.68,ok
7660,6133.6,6160.8,27.26,ok
11598,6026.3,6173.7,147.38,ok
26752,6160.8,6174.7,13.86,ok
14308,6173.7,6199.0,25.36,ok
7587,6199.0,6211.2,12.1,ok
12381,6147.6,6227.2,79.53,ok
6107,6174.7,6284.1,109.43,ok
25467,6227.2,6284.7,57.58,ok
5765,6284.7,6296.2,11.44,ok
25804,6296.2,6310.2,14.06,ok
25527,6284.1,6321.5,37.33,ok
26327,6310.2,6332.0,21.73,ok
25445,6211.2,6336.9,125.76,ok
14342,6332.0,6348.9,16.92,ok
25715,6348.9,6365.7,16.83,ok
26281,6336.9,6373.9,37.01,ok
26324,6365.7,6374.8,9.04,ok
15149,6321.5,6381.3,59.85,ok
4291,6381.3,6398.5,17.17,ok
11555,6374.8,6422.0,47.15,ok
11822,6373.9,6426.1,52.22,ok
26783,6426.1,6435.6,9.48,ok
15474,6422.0,6453.4,31.39,ok
26115,6146.9,6461.8,314.87,ok
15326,6435.6,6466.5,30.89,ok
5794,6398.5,6482.5,83.98,ok
25937,6461.8,6482.6,20.74,ok
25885,6482.6,6504.9,22.39,ok
15150,6466.5,6533.0,66.46,ok
25712,6533.0,6536.3,3.26,ok
25435,6504.9,6554.5,49.59,ok
26508,6453.4,6572.7,119.25,ok
26022,6554.5,6584.6,30.02,ok
26439,6572.7,6601.6,28.86,ok
26787,6482.5,6604.2,121.74,ok
15010,6536.3,6617.3,81.08,ok
26368,6604.2,6624.7,20.5,ok
26425,6617.3,6642.4,25.07,ok
11439,6601.6,6652.4,50.81,ok
7488,6584.6,6660.7,76.17,ok
26321,6642.4,6672.9,30.48,ok
26660,6660.7,6685.0,24.3,ok
11082,6652.4,6707.4,55.0,ok
25629,6685.0,6733.2,48.18,ok
17922,6624.7,6746.2,121.46,ok
26243,6746.2,6749.6,3.45,ok
26517,6749.6,6751.9,2.26,ok
25464,6707.4,6756.0,48.68,ok
23711,6672.9,6773.4,100.45,ok
10073,6751.9,6777.1,25.19,ok
25968,6773.4,6789.7,16.37,ok
25824,6777.1,6794.4,17.33,ok
26496,6789.7,6815.0,25.25,ok
6107,6733.2,6859.3,126.08,ok
5765,6859.3,6865.1,5.79,ok
12518,6756.0,6875.7,119.65,ok
26025,6815.0,6901.5,86.55,ok
6373,6901.5,6911.5,9.93,ok
7073,6865.1,6934.8,69.73,ok
7565,6875.7,6947.5,71.84,ok
26067,6947.5,6969.5,21.98,ok
17471,6911.5,6994.9,83.41,ok
26522,6794.4,7040.9,246.48,ok
9614,7040.9,7055.2,14.28,ok
4383,7055.2,7063.5,8.38,ok
15697,6994.9,7067.5,72.65,ok
25714,7063.5,7079.6,16.03,ok
26479,7079.6,7092.3,12.76,ok
25445,6969.5,7128.7,159.14,ok
7587,7128.7,7141.2,12.49,ok
26710,7092.3,7176.5,84.22,ok
25788,7176.5,7183.7,7.19,ok
13012,7067.5,7203.4,135.86,ok
25279,7141.2,7216.9,75.7,ok
10601,7216.9,7226.5,9.65,ok
14075,7226.5,7228.8,2.23,ok
25397,6934.8,7229.9,295.08,ok
13237,7203.4,7251.0,47.56,ok
9421,7183.7,7266.2,82.46,ok
10001,7251.0,7273.1,22.09,ok
26245,7229.9,7278.0,48.08,ok
26210,7228.8,7297.7,68.93,ok
10229,7266.2,7312.9,46.67,ok
26281,7278.0,7323.4,45.36,ok
26813,7323.4,7355.7,32.32,ok
25631,7273.1,7374.5,101.45,ok
25577,7374.5,7386.2,11.64,ok
3955,7297.7,7387.6,89.92,ok
26005,7355.7,7388.0,32.34,ok
11598,7312.9,7402.0,89.1,ok
15078,7386.2,7406.1,19.93,ok
11482,7402.0,7406.4,4.46,ok
7787,7387.6,7412.5,24.87,ok
26614,7388.0,7418.5,30.43,ok
26637,7406.4,7426.5,20.06,ok
18457,7418.5,7446.3,27.8,ok
12381,7406.1,7457.4,51.35,ok
25934,7426.5,7460.3,33.84,ok
10948,7446.3,7473.0,26.77,ok
26668,7457.4,7489.0,31.55,ok
3924,7473.0,7492.4,19.34,ok
14051,7492.4,7499.5,7.13,ok
11769,7489.0,7502.8,13.76,ok
26027,7460.3,7517.3,56.99,ok
4601,7517.3,7541.0,23.64,ok
12889,7499.5,7559.2,59.71,ok
9173,7412.5,7573.7,161.19,ok
10653,7559.2,7592.3,33.03,ok
14342,7573.7,7604.4,30.71,ok
7609,7502.8,7625.7,122.91,ok
25871,7625.7,7640.8,15.14,ok
4693,7640.8,7666.2,25.42,ok
15348,7592.3,7674.4,82.15,ok
13216,7541.0,7694.8,153.77,ok
12950,7674.4,7698.2,23.75,ok
26805,7698.2,7707.6,9.43,ok
10260,7604.4,7717.6,113.25,ok
19186,7666.2,7723.4,57.21,ok
26818,7723.4,7727.4,3.93,ok
26382,7727.4,7730.6,3.21,ok
26718,7717.6,7741.5,23.84,ok
23470,7694.8,7746.6,51.84,ok
5069,7730.6,7747.6,17.01,ok
11512,7741.5,7758.1,16.65,ok
18038,7746.6,7771.0,24.37,ok
9618,7747.6,7771.0,23.43,ok
17817,7758.1,7771.7,13.59,ok
12982,7771.7,7773.7,1.92,ok
4741,7773.7,7788.8,15.18,ok
9000,7771.0,7807.4,36.39,ok
25259,7707.6,7813.5,105.88,ok
15906,7771.0,7822.4,51.41,ok
18604,7788.8,7833.0,44.11,ok
26327,7822.4,7838.6,16.18,ok
8198,7813.5,7850.6,37.07,ok
14018,7850.6,7856.4,5.82,ok
22624,7833.0,7861.4,28.43,ok
8925,7861.4,7878.1,16.72,ok
24675,7856.4,7884.7,28.26,ok
16115,7807.4,7904.3,96.93,ok
17332,7878.1,7936.8,58.65,ok
11399,7838.6,7941.6,102.99,ok
8793,7941.6,7954.3,12.77,ok
13458,7936.8,7965.1,28.28,ok
26810,7965.1,7975.4,10.36,ok
17875,7904.3,7978.0,73.69,ok
15015,7978.0,8008.7,30.64,ok
14674,8008.7,8018.3,9.6,ok
26276,8018.3,8026.2,7.87,ok
15049,7954.3,8042.0,87.65,ok
25746,8026.2,8048.8,22.64,ok
9547,7975.4,8061.1,85.67,ok
8812,8061.1,8085.2,24.07,ok
26112,8085.2,8105.2,19.99,ok
26201,8048.8,8106.2,57.37,ok
26294,8105.2,8133.3,28.13,ok
11063,8106.2,8139.7,33.54,ok
11968,8042.0,8153.9,111.9,ok
15092,8139.7,8158.2,18.47,ok
9990,8158.2,8180.5,22.25,ok
26115,7884.7,8185.5,300.79,ok
10538,8180.5,8200.3,19.87,ok
17168,8153.9,8213.4,59.49,ok
7660,8200.3,8214.9,14.54,ok
25425,8214.9,8229.2,14.33,ok
5216,8133.3,8240.3,106.99,ok
14569,8185.5,8242.6,57.13,ok
25384,8229.2,8252.6,23.4,ok
14203,8240.3,8253.3,12.95,ok
26144,8253.3,8260.8,7.56,ok
15832,8242.6,8261.0,18.38,ok
26712,8252.6,8261.4,8.8,ok
14438,8261.0,8275.1,14.14,ok
15077,8261.4,8278.1,16.73,ok
25315,8278.1,8288.9,10.73,ok
6531,8275.1,8292.5,17.37,ok
26214,8288.9,8302.8,13.93,ok
11028,8292.5,8326.6,34.12,ok
26673,8260.8,8327.0,66.19,ok
4399,8326.6,8351.5,24.89,ok
26426,8351.5,8382.3,30.81,ok
26658,8302.8,8404.9,102.07,ok
26263,8404.9,8416.7,11.85,ok
10795,8416.7,8447.8,31.06,ok
9057,8327.0,8459.2,132.23,ok
10543,8382.3,8461.3,79.05,ok
25324,8461.3,8465.7,4.34,ok
25409,8465.7,8477.7,12.05,ok
12343,8459.2,8481.8,22.56,ok
26324,8477.7,8487.7,9.92,ok
17034,8481.8,8500.7,18.92,ok
7436,8500.7,8511.1,10.35,ok
25469,8511.1,8520.8,9.69,ok
9876,8520.8,8535.7,14.95,ok
15243,8535.7,8536.9,1.14,ok
7559,8447.8,8541.9,94.12,ok
26720,8536.9,8552.8,15.89,ok
25527,8552.8,8570.4,17.61,ok
10322,8541.9,8582.9,40.94,ok
11614,8487.7,8603.2,115.49,ok
15014,8582.9,8624.7,41.8,ok
12050,8624.7,8627.7,3.05,ok
25752,8570.4,8643.2,72.83,ok
15149,8603.2,8656.0,52.87,ok
26741,8643.2,8662.8,19.59,ok
3609,8213.4,8671.8,458.44,ok
22566,8656.0,8676.3,20.21,ok
25467,8627.7,8698.3,70.54,ok
10319,8671.8,8708.1,36.25,ok
26608,8708.1,8722.5,14.43,ok
