qid,arrival,start,finish,runtime,status
2895,1274.402,1359.7,1464.2,104.46,ok
26115,1108.991,1173.1,1483.4,310.37,ok
15326,1360.283,1414.7,1487.7,73.02,ok
14438,1377.667,1451.1,1510.6,59.45,ok
12050,1398.163,1464.2,1517.1,52.9,ok
13805,1398.862,1483.4,1533.8,50.39,ok
8812,1399.703,1487.7,1558.5,70.75,ok
26245,1365.553,1429.0,1570.6,141.6,ok
9057,1372.268,1442.6,1584.0,141.42,ok
25259,1333.47,1399.8,1584.5,184.67,ok
25435,1396.133,1457.9,1602.8,144.85,ok
22624,1448.145,1517.1,1628.1,111.07,ok
15697,1484.344,1558.5,1642.7,84.22,ok
17182,1485.968,1570.6,1650.5,79.87,ok
26327,1491.171,1584.5,1670.1,85.59,ok
25977,1404.885,1510.6,1685.7,175.11,ok
26281,1463.381,1533.8,1695.0,161.23,ok
8569,1507.192,1628.1,1708.2,80.09,ok
11555,1500.943,1602.8,1716.3,113.47,ok
25824,1562.058,1650.5,1722.1,71.6,ok
25425,1557.693,1642.7,1726.4,83.74,ok
26752,1594.566,1695.0,1727.6,32.58,ok
25885,1591.735,1670.1,1746.2,76.09,ok
24675,1604.718,1708.2,1754.0,45.75,ok
15150,1486.153,1584.0,1765.5,181.45,ok
10075,1593.552,1685.7,1792.3,106.63,ok
26276,1637.489,1726.4,1798.8,72.38,ok
11800,1617.624,1716.3,1801.8,85.51,ok
6836,1712.781,1765.5,1817.6,52.07,ok
25715,1707.167,1746.2,1826.5,80.26,ok
25320,1662.491,1727.6,1844.7,117.09,ok
19186,1708.502,1754.0,1854.5,100.52,ok
18604,1635.021,1722.1,1858.7,136.55,ok
26112,1725.03,1792.3,1859.7,67.42,ok
14738,1733.103,1798.8,1862.6,63.76,ok
26813,1746.702,1801.8,1878.6,76.86,ok
15832,1783.575,1826.5,1882.1,55.68,ok
25315,1831.92,1892.0,1931.1,39.14,ok
26210,1761.154,1850.9,1946.5,95.56,ok
26382,1853.641,1895.9,1949.5,53.56,ok
25871,1845.24,1893.1,1949.5,56.45,ok
14674,1866.253,1912.0,1964.9,52.9,ok
26783,1917.077,1946.5,1979.9,33.41,ok
26439,1867.185,1915.5,1994.3,78.8,ok
11063,1915.509,1931.1,1995.2,64.1,ok
26067,1938.655,1949.5,2002.8,53.35,ok
17875,1826.627,1887.8,2010.9,123.07,ok
14075,1959.27,1979.9,2013.1,33.19,ok
9000,1953.388,1954.0,2016.4,62.35,ok
26720,1975.428,1995.2,2034.8,39.61,ok
16495,1790.755,1878.1,2048.3,170.23,ok
15906,1963.383,1994.3,2058.0,63.76,ok
6373,2012.916,2016.4,2059.1,42.76,ok
26673,1977.981,2002.8,2069.8,66.98,ok
25783,2013.414,2034.8,2086.6,51.71,ok
10322,2003.395,2013.1,2092.3,79.23,ok
18656,1985.858,2010.9,2096.4,85.47,ok
26025,1957.999,1964.9,2102.2,137.32,ok
14203,2018.511,2070.0,2134.6,64.65,ok
11964,2023.495,2079.7,2137.5,57.83,ok
26486,2054.053,2091.5,2152.4,60.94,ok
12102,2062.649,2114.0,2160.2,46.25,ok
26660,2052.945,2080.8,2170.6,89.78,ok
26425,2086.148,2118.1,2176.7,58.6,ok
11512,2123.952,2134.6,2195.8,61.15,ok
26283,2127.258,2137.5,2201.7,64.18,ok
15092,2129.087,2152.4,2217.7,65.23,ok
26741,2132.907,2160.2,2221.3,61.07,ok
26805,2135.327,2170.6,2225.8,55.22,ok
17817,2139.958,2195.2,2257.9,62.65,ok
9876,2142.259,2214.3,2258.3,43.95,ok
25305,2166.78,2236.2,2263.4,27.22,ok
6531,2180.34,2239.8,2274.0,34.17,ok
18038,2099.515,2142.4,2279.2,136.78,ok
5794,2058.04,2126.8,2280.1,153.28,ok
25585,2143.182,2231.2,2293.7,62.52,ok
11482,2244.531,2274.4,2316.5,42.12,ok
12950,2262.692,2280.0,2325.9,45.89,ok
25445,2206.419,2282.4,2365.8,83.4,ok
9614,2275.855,2317.3,2378.7,61.46,ok
25409,2292.269,2320.8,2380.6,59.75,ok
15077,2300.907,2338.0,2394.9,56.93,ok
26263,2314.577,2347.4,2406.1,58.7,ok
26368,2347.608,2365.8,2432.4,66.58,ok
7587,2367.502,2378.7,2444.3,65.62,ok
10319,2253.205,2296.3,2456.3,159.99,ok
26243,2381.779,2394.9,2457.9,62.91,ok
26608,2381.386,2391.4,2472.6,81.15,ok
11769,2385.679,2435.8,2501.2,65.31,ok
10601,2402.506,2462.1,2508.6,46.49,ok
25470,2432.053,2493.0,2542.0,48.99,ok
6388,2445.636,2506.5,2549.0,42.55,ok
13132,2280.622,2367.7,2553.0,185.3,ok
10087,2493.184,2520.0,2591.0,70.94,ok
25714,2467.344,2511.9,2597.7,85.85,ok
25324,2530.555,2593.2,2647.7,54.48,ok
13216,2268.13,2404.8,2654.9,250.03,ok
26040,2445.322,2570.0,2681.6,111.58,ok
20054,2506.064,2638.7,2740.3,101.55,ok
25384,2541.532,2664.3,2759.9,95.64,ok
11778,2550.289,2702.2,2761.4,59.16,ok
18011,2555.178,2708.9,2770.1,61.13,ok
13458,2650.633,2721.9,2782.6,60.63,ok
8309,2675.883,2727.7,2789.2,61.44,ok
13012,2527.666,2653.2,2793.4,140.21,ok
17856,2728.016,2740.3,2801.7,61.46,ok
15078,2737.539,2759.9,2814.9,55.01,ok
25804,2745.412,2761.4,2832.1,70.74,ok
5114,2751.22,2770.1,2836.1,65.98,ok
11439,2752.878,2782.6,2836.9,54.37,ok
7073,2642.045,2714.7,2845.7,130.92,ok
12982,2773.726,2801.7,2847.1,45.33,ok
26520,2755.508,2789.2,2885.4,96.26,ok
13640,2797.696,2832.1,2897.1,64.96,ok
26637,2819.134,2836.1,2899.9,63.86,ok
7565,2790.022,2820.4,2932.3,111.91,ok
25968,2825.441,2852.6,2942.0,89.47,ok
26614,2827.289,2890.9,2956.1,65.16,ok
12381,2821.078,2851.2,2973.2,122.05,ok
26373,2879.529,2905.4,2984.9,79.45,ok
9421,2849.501,2902.6,3035.3,132.78,ok
26749,2819.695,2842.4,3053.4,210.96,ok
26668,2905.684,2942.0,3070.5,128.42,ok
25648,2936.215,2956.1,3081.4,125.33,ok
12849,2763.464,2798.9,3084.4,285.49,ok
26165,2946.348,2984.9,3094.2,109.26,ok
12518,2905.667,2932.3,3105.1,172.74,ok
25937,2957.309,3035.3,3115.9,80.55,ok
9547,2945.513,2973.2,3140.7,167.43,ok
26201,2991.031,3081.4,3160.1,78.62,ok
15015,2998.593,3105.1,3185.4,80.32,ok
23470,2996.487,3094.2,3190.9,96.74,ok
26353,2982.279,3070.5,3206.5,136.04,ok
10538,3003.689,3115.9,3207.7,91.81,ok
25712,3045.984,3185.4,3211.3,25.91,ok
26712,3045.544,3160.1,3215.4,55.34,ok
11598,2991.826,3084.4,3230.5,146.14,ok
25464,3060.899,3190.9,3276.7,85.79,ok
18457,3109.128,3211.3,3297.5,86.2,ok
14451,3035.599,3140.7,3311.4,170.7,ok
25752,3084.989,3206.5,3318.3,111.8,ok
4399,3109.334,3215.4,3320.4,105.02,ok
10109,3103.546,3207.7,3330.2,122.54,ok
10653,3148.637,3297.5,3356.9,59.41,ok
7559,3194.522,3318.3,3392.7,74.35,ok
4693,3212.68,3330.2,3394.5,64.22,ok
25279,3117.198,3230.5,3408.1,177.56,ok
16494,3121.015,3276.7,3410.1,133.44,ok
10506,3150.443,3311.4,3429.2,117.87,ok
4601,3210.172,3320.4,3449.6,129.18,ok
14569,3253.148,3356.9,3468.4,111.48,ok
7488,3276.658,3394.5,3469.2,74.71,ok
25834,3304.18,3429.2,3476.6,47.35,ok
25545,3313.333,3449.6,3502.7,53.03,ok
26426,3294.593,3410.1,3522.9,112.8,ok
25831,3318.849,3469.2,3532.6,63.37,ok
8925,3332.57,3476.6,3547.6,71.0,ok
26818,3353.144,3502.7,3548.7,46.02,ok
11028,3355.345,3522.9,3584.7,61.74,ok
17970,3356.431,3532.6,3590.1,57.51,ok
17922,3284.712,3408.1,3595.5,187.44,ok
23711,3258.325,3392.7,3617.7,225.02,ok
26382,3413.786,3584.7,3620.6,35.92,ok
26276,3437.033,3590.1,3625.1,35.07,ok
10601,3441.696,3595.5,3634.7,39.16,ok
7857,3461.157,3620.6,3652.3,31.65,ok
3609,2971.927,3053.4,,600,timeout
7609,3315.677,3468.4,3662.6,194.19,ok
5216,3378.651,3547.6,3705.9,158.35,ok
10543,3407.556,3548.7,3723.5,174.79,ok
25831,3556.54,3662.6,3732.3,69.66,ok
13012,3488.411,3625.1,3740.1,114.9,ok
11334,3566.475,3705.9,3744.5,38.54,ok
25834,3572.537,3723.5,3746.6,23.16,ok
26439,3641.74,3744.5,3771.2,26.73,ok
8309,3672.297,3746.6,3794.4,47.72,ok
17922,3517.6,3652.3,3804.5,152.25,ok
20054,3601.227,3740.1,3815.2,75.16,ok
26040,3547.666,3653.7,3824.3,170.66,ok
4693,3731.57,3771.2,3833.9,62.67,ok
15150,3735.663,3794.4,3870.7,76.37,ok
25714,3742.906,3804.5,3877.0,72.45,ok
26720,3785.655,3833.9,3889.8,55.9,ok
13132,3594.124,3748.3,3914.8,166.5,ok
15010,3779.911,3854.9,3933.5,78.65,ok
26479,3839.165,3927.8,3955.5,27.66,ok
7787,3795.263,3908.8,3961.8,53.01,ok
9990,3831.965,3951.2,4003.2,52.07,ok
18457,3945.451,3991.7,4032.3,40.67,ok
26373,3998.137,4021.5,4058.0,36.54,ok
26614,4000.161,4050.6,4068.6,17.99,ok
25315,4050.599,4058.0,4077.9,19.85,ok
26022,3906.035,3999.5,4089.8,90.23,ok
4601,3947.926,4024.5,4106.5,82.03,ok
10229,4058.238,4103.6,4142.9,39.3,ok
26718,3771.976,3933.3,4158.8,225.5,ok
7565,4056.651,4094.2,4160.7,66.42,ok
9057,3929.616,4021.1,4160.7,139.58,ok
9953,4123.975,4191.8,4224.8,33.03,ok
14738,4087.782,4172.8,4238.1,65.26,ok
7436,4126.542,4209.6,4246.6,36.99,ok
9614,4124.207,4207.8,4249.8,42.07,ok
11482,4210.997,4238.1,4260.6,22.52,ok
11769,4209.83,4224.8,4262.9,38.02,ok
15906,3441.735,3784.7,4268.1,483.33,ok
25435,4086.206,4156.1,4278.6,122.58,ok
25384,4238.432,4255.7,4310.2,54.48,ok
17168,4233.813,4252.5,4323.0,70.54,ok
11844,3501.421,3826.9,4344.1,517.16,ok
10319,4253.075,4296.9,4363.2,66.21,ok
25425,4261.93,4331.2,4405.8,74.64,ok
26112,4267.905,4341.7,4414.9,73.13,ok
23711,4157.253,4272.7,4435.2,162.55,ok
26660,4284.735,4367.4,4438.9,71.47,ok
15243,4342.408,4382.0,4454.4,72.35,ok
26210,4357.193,4389.9,4482.6,92.67,ok
13805,4411.678,4435.2,4501.0,65.81,ok
25631,4260.674,4326.0,4505.4,179.48,ok
26256,4399.997,4414.9,4534.1,119.27,ok
25320,4426.092,4438.9,4556.4,117.52,ok
18011,4447.405,4482.6,4556.7,74.06,ok
7488,4430.105,4454.4,4584.2,129.79,ok
26787,4389.957,4405.8,4612.0,206.16,ok
10653,4457.779,4534.1,4654.7,120.53,ok
26522,4296.176,4380.2,4666.8,286.6,ok
26810,4536.692,4556.7,4677.9,121.26,ok
25871,4554.947,4584.2,4692.9,108.77,ok
10109,4456.358,4505.4,4708.8,203.38,ok
12050,4559.265,4654.7,4712.2,57.52,ok
25968,4564.604,4666.8,4721.9,55.12,ok
25783,4565.045,4677.9,4749.5,71.63,ok
10543,4515.262,4556.4,4787.8,231.33,ok
4291,4571.793,4708.8,4797.4,88.57,ok
26025,4556.536,4612.0,4799.0,187.04,ok
25882,4578.451,4712.2,4818.9,106.68,ok
25498,4570.926,4692.9,4822.5,129.55,ok
25397,4452.487,4501.0,4839.7,338.64,ok
26783,4616.243,4797.4,4848.4,50.99,ok
4741,4591.101,4749.5,4850.6,101.07,ok
26456,4619.221,4799.0,4860.7,61.71,ok
13458,4622.108,4818.9,4864.9,45.94,ok
26005,4599.067,4787.8,4865.5,77.77,ok
26805,4636.213,4822.5,4873.9,51.41,ok
15832,4643.445,4839.7,4880.1,40.39,ok
25344,4660.684,4848.4,4900.3,51.94,ok
6373,4688.1,4864.9,4906.6,41.69,ok
15049,4586.901,4721.9,4920.9,198.93,ok
26067,4712.569,4873.9,4939.0,65.08,ok
4383,4729.056,4880.1,4946.6,66.51,ok
26496,4763.432,4900.3,4960.9,60.59,ok
25629,4671.011,4850.6,4970.2,119.54,ok
17817,4772.821,4906.6,4983.6,77.02,ok
5114,4789.773,4939.0,5014.5,75.48,ok
4399,4790.924,4946.6,5016.2,69.57,ok
8569,4834.495,4960.9,5030.4,69.43,ok
25545,4900.409,4970.2,5048.2,78.02,ok
26658,4703.338,4914.8,5109.3,194.52,ok
14674,4954.805,5080.5,5135.5,54.93,ok
15697,4777.909,4986.9,5147.9,161.01,ok
11082,4905.741,5049.6,5171.6,122.01,ok
14051,4986.938,5114.2,5193.2,78.93,ok
9876,5097.57,5126.1,5207.1,81.01,ok
12849,4684.137,4926.7,5209.7,282.96,ok
12982,5126.364,5135.5,5214.0,78.48,ok
11968,4972.388,5082.2,5231.3,149.05,ok
11810,5135.26,5171.6,5233.6,61.93,ok
12518,4981.543,5096.4,5236.8,140.43,ok
9000,5141.93,5193.2,5248.9,55.69,ok
8812,5147.192,5207.1,5276.5,69.42,ok
13237,5192.131,5261.5,5337.2,75.72,ok
7609,5128.056,5184.1,5356.0,171.92,ok
14904,5199.689,5277.3,5367.6,90.24,ok
25577,5199.811,5299.6,5400.0,100.36,ok
26414,5165.215,5297.9,5438.6,140.71,ok
26508,5165.548,5311.4,5463.8,152.42,ok
12305,5343.192,5417.2,5482.3,65.02,ok
17034,5252.452,5373.9,5493.4,119.5,ok
25279,5229.855,5346.2,5494.6,148.39,ok
12343,5447.942,5463.8,5513.3,49.52,ok
26240,5425.517,5447.8,5525.0,77.14,ok
11555,5390.532,5434.6,5537.1,102.48,ok
12102,5479.859,5494.6,5542.8,48.17,ok
26749,5306.97,5404.4,5558.1,153.75,ok
17332,5476.152,5493.4,5571.6,78.16,ok
26294,5483.023,5513.3,5593.2,79.87,ok
11822,5487.35,5525.0,5596.6,71.65,ok
25977,5363.7,5421.2,5603.9,182.76,ok
12950,5530.364,5542.8,5612.4,69.54,ok
9173,5508.483,5537.1,5623.2,86.07,ok
11512,5547.496,5558.1,5628.5,70.37,ok
14438,5549.702,5571.6,5631.1,59.53,ok
10538,5551.235,5593.2,5641.2,47.98,ok
25585,5566.047,5596.6,5652.8,56.13,ok
11028,5590.47,5623.2,5680.0,56.81,ok
25469,5597.278,5628.5,5691.9,63.39,ok
12889,5599.392,5631.1,5705.9,74.75,ok
25409,5641.383,5652.8,5718.8,65.99,ok
26201,5652.8,5691.9,5757.4,65.51,ok
19186,5635.449,5641.2,5760.2,119.07,ok
26517,5675.963,5705.9,5760.9,54.98,ok
3924,5729.387,5760.9,5788.3,27.36,ok
25937,5707.331,5718.8,5793.3,74.51,ok
16494,5649.438,5698.7,5815.7,117.05,ok
25305,5724.614,5823.0,5864.8,41.73,ok
26425,5714.163,5820.2,5874.3,54.11,ok
6531,5732.083,5876.1,5908.9,32.76,ok
15078,5812.179,5899.8,5928.8,28.97,ok
13216,5589.961,5715.1,5940.0,224.85,ok
14075,5899.419,5923.8,5944.7,20.93,ok
8793,5868.77,5925.0,5957.0,31.98,ok
11800,5863.524,5915.4,5970.7,55.25,ok
10948,5933.358,5956.1,5985.3,29.16,ok
23470,5768.893,5920.0,6005.6,85.61,ok
26027,5923.882,5952.8,6017.3,64.56,ok
25746,5976.333,6004.4,6045.4,40.93,ok
25259,5934.532,5980.0,6076.0,95.99,ok
17182,5993.165,6016.9,6100.6,83.69,ok
11399,5959.413,5995.3,6103.2,107.94,ok
25712,6028.8,6045.4,6105.7,60.33,ok
26741,6042.443,6100.6,6133.3,32.68,ok
25324,6049.97,6103.2,6134.1,30.87,ok
10260,5955.578,5981.6,6135.5,153.96,ok
5069,6054.577,6105.7,6152.4,46.73,ok
25788,6063.453,6134.1,6159.4,25.26,ok
18604,6000.762,6028.6,6177.6,148.9,ok
11614,5566.65,5742.0,6189.3,447.25,ok
26426,6084.188,6135.5,6197.5,62.0,ok
3609,5451.864,5620.3,,600,timeout
25478,6135.025,6197.5,6236.8,39.21,ok
8198,6095.944,6159.4,6236.8,77.41,ok
25934,6056.556,6133.3,6240.9,107.55,ok
24675,6144.59,6220.4,6249.8,29.36,ok
6388,6159.086,6236.8,6264.6,27.8,ok
18656,6088.749,6152.4,6266.2,113.79,ok
26245,6118.174,6189.3,6272.1,82.88,ok
14451,6041.023,6084.0,6295.3,211.3,ok
10073,6202.102,6244.9,6296.3,51.38,ok
26813,6237.838,6272.7,6319.1,46.47,ok
7073,6208.064,6248.9,6340.9,91.97,ok
9547,6252.973,6274.3,6355.6,81.27,ok
17471,6262.335,6306.5,6400.6,94.18,ok
15326,6296.163,6323.0,6419.5,96.43,ok
16495,6222.191,6284.1,6426.4,142.32,ok
16115,6280.448,6321.6,6431.8,110.19,ok
26673,6111.208,6211.9,6437.5,225.62,ok
26668,6299.289,6381.8,6437.8,56.0,ok
26144,6383.692,6439.8,6463.9,24.09,ok
22624,6298.024,6377.9,6483.8,105.82,ok
11964,6381.841,6433.2,6490.1,56.97,ok
22566,6399.275,6475.1,6523.5,48.34,ok
26283,6387.707,6469.8,6541.1,71.36,ok
11778,6458.362,6498.6,6569.1,70.44,ok
10506,6413.611,6492.9,6576.8,83.92,ok
26353,6298.72,6441.1,6625.5,184.36,ok
26214,6501.178,6554.1,6633.9,79.76,ok
5794,6406.656,6529.6,6660.3,130.64,ok
25470,6553.127,6606.1,6675.5,69.36,ok
26520,6476.247,6543.4,6693.0,149.6,ok
9421,6487.901,6549.8,6710.2,160.44,ok
25648,6610.338,6652.1,6722.2,70.12,ok
26486,6652.305,6660.3,6723.9,63.55,ok
25824,6595.995,6643.7,6740.8,97.1,ok
15077,6674.808,6709.6,6769.1,59.43,ok
14018,6687.306,6738.8,6779.1,40.27,ok
18038,6569.086,6650.3,6809.9,159.56,ok
2895,6691.346,6760.3,6823.4,63.12,ok
25752,6520.63,6626.3,6835.6,209.23,ok
26243,6757.496,6788.8,6850.8,61.96,ok
13640,6698.104,6798.4,6878.8,80.43,ok
14203,6799.159,6868.8,6929.7,60.91,ok
26710,6764.364,6871.0,6966.8,95.86,ok
11729,6657.227,6784.0,6966.8,182.82,ok
9618,6916.835,6942.9,6989.6,46.66,ok
10322,6814.686,6895.5,7000.2,104.64,ok
25885,6944.353,6983.0,7030.8,47.75,ok
14319,6872.193,6945.9,7049.9,103.94,ok
15348,6815.623,6923.8,7054.6,130.75,ok
26263,7016.387,7066.6,7109.4,42.73,ok
10795,6942.91,7018.8,7121.6,102.79,ok
17875,7017.166,7085.7,7168.3,82.57,ok
25464,7023.252,7090.4,7171.4,80.95,ok
17970,7117.298,7168.3,7177.1,8.77,ok
26712,7113.853,7121.6,7177.8,56.18,ok
26321,7143.861,7187.8,7211.0,23.17,ok
26637,7155.98,7193.5,7216.8,23.32,ok
26165,7169.222,7194.2,7231.6,37.37,ok
6836,7198.355,7229.2,7251.7,22.52,ok
26368,7220.688,7249.8,7272.7,22.9,ok
3955,6963.232,7086.8,7281.5,194.68,ok
26608,7244.001,7300.4,7328.4,27.96,ok
5216,7090.657,7244.8,7404.4,159.61,ok
11439,6678.483,7006.2,7407.3,401.1,ok
15092,7257.595,7392.1,7426.2,34.0,ok
10001,7324.52,7404.9,7445.4,40.48,ok
8925,7401.938,7438.3,7472.7,34.38,ok
7559,6947.928,7208.1,7477.1,269.02,ok
15014,7194.376,7361.1,7480.5,119.42,ok
17856,7427.716,7467.1,7503.8,36.63,ok
15015,7425.969,7447.9,7513.2,65.39,ok
14569,7390.283,7444.7,7514.2,69.46,ok
26818,7503.318,7513.3,7527.6,14.34,ok
7660,7489.986,7503.8,7546.2,42.43,ok
10075,7457.914,7482.0,7563.4,81.38,ok
15474,6820.465,7150.7,7574.4,423.64,ok
10087,7460.035,7486.3,7574.7,88.35,ok
11598,7262.466,7422.6,7584.3,161.71,ok
26752,7510.215,7546.2,7597.2,50.96,ok
14308,7518.411,7563.4,7609.2,45.79,ok
7587,7521.206,7574.7,7621.5,46.82,ok
12381,7508.182,7527.6,7647.8,120.24,ok
25527,7550.377,7609.2,7686.4,77.24,ok
5765,7559.4,7621.5,7692.6,71.11,ok
25804,7563.156,7647.8,7709.5,61.7,ok
25467,7536.869,7597.2,7716.1,118.89,ok
26327,7577.478,7686.4,7725.7,39.25,ok
6107,7520.221,7574.4,7750.2,175.82,ok
25445,7530.126,7584.3,7761.0,176.67,ok
14342,7632.878,7717.0,7780.2,63.11,ok
25715,7654.397,7749.9,7802.9,52.98,ok
26324,7669.862,7774.5,7811.3,36.81,ok
11063,7466.688,7514.0,7821.4,307.39,ok
15149,7596.966,7716.9,7829.2,112.25,ok
4291,7796.954,7808.1,7846.2,38.12,ok
26281,7649.012,7768.2,7880.1,111.91,ok
11822,7670.337,7813.1,7910.7,97.5,ok
26783,7825.694,7857.0,7930.9,73.88,ok
26115,7503.556,7566.3,7937.9,371.64,ok
5794,7805.288,7839.1,7950.4,111.26,ok
25937,7874.748,7910.7,7967.8,57.15,ok
15326,7834.487,7868.9,7975.7,106.75,ok
25885,7893.865,7950.4,7989.1,38.71,ok
25712,7925.75,7975.7,7994.9,19.2,ok
26508,7868.916,7880.1,7998.3,118.17,ok
15150,7877.156,7930.9,8035.7,104.82,ok
15474,7807.001,7849.3,8041.3,191.92,ok
26439,7951.831,7998.3,8058.9,60.6,ok
15010,7932.943,7989.1,8080.6,91.46,ok
26022,7946.59,7994.9,8091.3,96.46,ok
25435,7907.07,7967.8,8097.6,129.73,ok
26425,7996.288,8080.6,8110.6,29.98,ok
26368,7994.465,8058.9,8111.1,52.23,ok
26787,7879.18,7937.9,8123.8,185.85,ok
7488,7962.395,8035.7,8137.2,101.43,ok
26321,8043.758,8097.6,8155.6,58.0,ok
26660,8085.872,8116.8,8173.7,56.86,ok
11082,8055.78,8116.3,8195.9,79.63,ok
11555,7768.765,7830.5,8206.8,376.25,ok
25629,8127.157,8142.9,8213.9,71.06,ok
25464,8135.169,8161.3,8217.8,56.53,ok
26517,8188.771,8206.8,8225.3,18.5,ok
26243,8169.153,8220.9,8254.3,33.41,ok
11439,7970.832,8081.5,8278.1,196.53,ok
17922,8012.238,8131.6,8279.8,148.17,ok
25968,8204.427,8259.9,8291.1,31.23,ok
10073,8194.393,8248.5,8306.3,57.81,ok
25824,8250.481,8263.9,8319.6,55.69,ok
26496,8267.896,8278.1,8329.4,51.36,ok
23711,8094.306,8164.1,8364.5,200.42,ok
6107,8161.522,8208.3,8372.4,164.13,ok
5765,8280.314,8306.3,8378.1,71.74,ok
12518,8200.014,8252.4,8407.0,154.64,ok
7073,8288.795,8319.6,8431.9,112.31,ok
6373,8316.262,8364.5,8443.3,78.74,ok
26025,8278.975,8291.1,8447.7,156.55,ok
7565,8309.268,8329.4,8480.8,151.38,ok
26067,8366.349,8407.0,8501.3,94.26,ok
17471,8318.353,8372.4,8532.1,159.74,ok
26522,8277.541,8279.8,8560.0,280.16,ok
9614,8403.287,8447.7,8574.3,126.61,ok
4383,8434.312,8480.8,8582.4,101.58,ok
15697,8395.351,8443.3,8610.7,167.46,ok
25714,8476.798,8501.3,8615.7,114.39,ok
26479,8522.172,8560.0,8629.3,69.31,ok
25445,8378.721,8431.9,8662.1,230.16,ok
7587,8528.051,8582.4,8673.2,90.82,ok
