qid,arrival,start,finish,runtime,status,predicted_slowdown
15014,672.821,691.3,785.8,94.48,ok,1.862
16115,594.487,645.5,794.4,148.95,ok,6.887
26324,784.727,785.9,795.1,9.26,ok,1.656
9618,766.205,794.5,818.8,24.28,ok,1.486
26508,658.926,671.7,821.7,150.03,ok,0.26
17034,755.149,795.2,848.0,52.86,ok,1.281
12343,722.846,818.8,849.1,30.28,ok,1.987
26787,771.126,772.1,889.0,116.91,ok,1.728
5069,871.042,889.1,902.4,13.28,ok,0.515
25629,816.544,849.1,917.7,68.39,ok,1.25
11399,761.722,821.8,922.9,101.13,ok,2.489
4291,842.801,917.8,929.4,11.57,ok,1.037
3924,925.763,929.5,956.0,26.51,ok,0.94
10260,846.944,848.1,984.4,136.26,ok,2.87
17332,828.716,923.0,1003.9,80.91,ok,1.046
26658,899.403,902.4,1029.5,127.04,ok,0.505
14319,880.739,1004.0,1045.6,41.61,ok,0.768
15049,839.62,984.5,1056.0,71.5,ok,0.881
14342,693.644,1029.6,1057.3,27.72,ok,0.958
26256,908.581,1056.1,1084.7,28.62,ok,0.877
10001,913.808,1057.4,1093.5,36.13,ok,1.338
8198,908.32,1084.8,1107.8,22.95,ok,0.659
26456,1085.897,1093.6,1113.9,20.27,ok,0.237
25882,1052.84,1107.9,1130.2,22.3,ok,0.837
25469,942.121,1130.3,1145.1,14.78,ok,0.722
25577,961.122,1145.2,1159.3,14.14,ok,0.75
11729,854.768,1045.7,1189.5,143.83,ok,0.708
25397,949.028,956.1,1204.3,248.2,ok,0.502
15010,967.44,1159.4,1212.9,53.46,ok,0.756
15474,1080.404,1189.6,1223.0,33.36,ok,0.715
11334,866.919,1204.4,1229.0,24.56,ok,0.919
13237,1064.83,1229.1,1269.8,40.75,ok,0.657
26710,1221.144,1223.1,1312.3,89.17,ok,0.292
15243,921.581,1312.4,1334.3,21.88,ok,0.626
9173,1135.051,1213.0,1341.7,128.68,ok,0.607
11968,1114.678,1269.9,1354.9,85.03,ok,0.718
10073,1071.334,1334.4,1357.5,23.1,ok,0.648
5765,1197.829,1355.0,1362.2,7.15,ok,0.931
26718,1260.777,1357.5,1373.9,16.35,ok,1.144
26115,1108.991,1114.0,1380.8,266.75,ok,0.64
11810,1089.828,1374.0,1393.3,19.34,ok,1.238
2895,1274.402,1380.8,1401.5,20.62,ok,0.816
15348,1180.253,1341.8,1411.0,69.27,ok,0.594
25498,1201.018,1362.2,1412.2,49.98,ok,1.069
11082,1225.999,1411.1,1444.3,33.18,ok,0.537
8793,1239.357,1444.4,1458.5,14.11,ok,0.653
25977,1404.885,1412.4,1488.1,75.79,ok,0.432
26281,1463.381,1488.2,1511.4,23.18,ok,0.232
26245,1365.553,1401.6,1512.7,111.06,ok,0.683
25259,1333.47,1393.4,1528.0,134.64,ok,0.615
12050,1398.163,1528.1,1532.1,3.93,ok,0.728
22624,1448.145,1512.8,1539.1,26.28,ok,0.94
13805,1398.862,1539.2,1566.0,26.8,ok,0.914
11555,1500.943,1511.6,1566.2,54.57,ok,0.829
8812,1399.703,1532.2,1583.9,51.65,ok,0.738
25824,1562.058,1566.2,1586.9,20.65,ok,1.126
26327,1491.171,1566.4,1608.3,41.87,ok,0.952
8569,1507.192,1583.9,1608.4,24.48,ok,0.626
25425,1557.693,1587.0,1617.2,30.2,ok,0.928
15326,1360.283,1608.4,1639.3,30.85,ok,1.002
17182,1485.968,1608.5,1656.9,48.38,ok,1.294
9057,1372.268,1458.6,1666.1,207.45,ok,0.683
25435,1396.133,1617.3,1667.3,50.0,ok,3.029
24675,1604.718,1667.4,1682.1,14.73,ok,1.64
26276,1637.489,1682.2,1689.7,7.48,ok,2.019
14438,1377.667,1666.2,1694.4,28.19,ok,1.667
26752,1594.566,1694.4,1714.5,20.06,ok,0.546
25885,1591.735,1689.7,1721.1,31.38,ok,2.143
6836,1712.781,1714.6,1732.0,17.48,ok,0.395
25715,1707.167,1721.2,1738.4,17.27,ok,0.772
15697,1484.344,1639.4,1752.6,113.21,ok,0.851
26112,1725.03,1732.1,1770.7,38.6,ok,0.53
15150,1486.153,1657.0,1778.0,121.01,ok,2.105
10075,1593.552,1738.5,1802.5,64.0,ok,0.864
25320,1662.491,1778.1,1804.9,26.78,ok,0.706
11800,1617.624,1752.7,1821.4,68.7,ok,1.503
14738,1733.103,1821.4,1842.8,21.43,ok,1.095
18604,1635.021,1770.8,1854.5,83.73,ok,0.736
26813,1746.702,1842.9,1863.5,20.63,ok,1.011
25315,1831.92,1863.6,1873.7,10.16,ok,1.252
26439,1867.185,1873.8,1889.9,16.08,ok,0.895
19186,1708.502,1802.6,1897.8,95.24,ok,0.558
25871,1845.24,1897.9,1912.8,14.89,ok,1.353
26210,1761.154,1854.6,1922.3,67.74,ok,1.429
15832,1783.575,1912.8,1930.9,18.15,ok,1.275
16495,1790.755,1804.9,1936.0,131.04,ok,0.621
26382,1853.641,1936.0,1940.6,4.58,ok,1.554
14674,1866.253,1931.0,1955.0,23.98,ok,1.391
11063,1915.509,1922.4,1957.7,35.29,ok,0.725
17875,1826.627,1890.0,1965.5,75.55,ok,1.12
26783,1917.077,1957.7,1966.9,9.21,ok,1.852
26067,1938.655,1940.6,1967.8,27.2,ok,2.193
14075,1959.27,1975.1,1979.6,4.41,ok,6.964
9000,1953.388,1962.3,2009.4,47.11,ok,0.651
26025,1957.999,1974.2,2027.1,52.84,ok,0.755
18656,1985.858,2009.5,2047.2,37.7,ok,4.273
15906,1963.383,1972.9,2048.4,75.57,ok,1.534
26673,1977.981,1979.6,2066.8,87.24,ok,2.88
26720,1975.428,2047.2,2080.1,32.86,ok,3.875
25783,2013.414,2027.2,2092.6,65.45,ok,5.033
26486,2054.053,2080.2,2093.0,12.78,ok,0.962
6373,2012.916,2092.7,2108.7,16.07,ok,1.145
26660,2052.945,2093.0,2127.8,34.74,ok,2.127
10322,2003.395,2048.5,2151.0,102.54,ok,1.398
26283,2127.258,2127.8,2153.9,26.09,ok,2.17
26805,2135.327,2154.0,2163.7,9.67,ok,1.291
17817,2139.958,2151.1,2170.2,19.05,ok,0.912
25305,2166.78,2170.3,2179.6,9.32,ok,2.779
26425,2086.148,2163.8,2186.4,22.64,ok,1.619
18038,2099.515,2108.8,2192.5,83.71,ok,2.208
9876,2142.259,2179.7,2199.4,19.74,ok,2.652
6531,2180.34,2186.5,2202.2,15.66,ok,1.786
5794,2058.04,2066.9,2208.2,141.27,ok,0.709
14203,2018.511,2202.2,2219.4,17.17,ok,3.215
26741,2132.907,2192.6,2219.9,27.27,ok,1.793
25585,2143.182,2199.5,2229.9,30.39,ok,2.165
11964,2023.495,2219.4,2244.7,25.25,ok,1.957
12102,2062.649,2219.9,2244.9,25.0,ok,4.634
25445,2206.419,2216.4,2256.1,39.65,ok,0.771
15092,2129.087,2241.6,2259.8,18.2,ok,9.504
11512,2123.952,2256.4,2261.5,5.17,ok,9.149
11482,2244.531,2256.6,2261.6,4.97,ok,18.182
12950,2262.692,2265.8,2266.8,0.99,ok,0.954
9614,2275.855,2289.0,2311.5,22.5,ok,0.732
15077,2300.907,2311.5,2327.2,15.75,ok,1.892
25409,2292.269,2327.3,2343.4,16.13,ok,2.014
26263,2314.577,2343.4,2356.0,12.56,ok,2.071
10319,2253.205,2281.5,2375.8,94.24,ok,0.434
7587,2367.502,2381.3,2396.8,15.54,ok,1.871
26368,2347.608,2372.8,2401.8,29.01,ok,2.235
11769,2385.679,2396.8,2413.4,16.52,ok,0.646
26243,2381.779,2413.4,2416.8,3.39,ok,1.559
26608,2381.386,2417.0,2437.0,19.91,ok,0.773
10601,2402.506,2440.2,2457.8,17.62,ok,1.853
6388,2445.636,2457.8,2470.3,12.51,ok,1.152
25470,2432.053,2445.1,2471.8,26.61,ok,1.214
25714,2467.344,2491.5,2506.2,14.63,ok,0.09
20054,2506.064,2506.2,2520.9,14.74,ok,1.185
13132,2280.622,2359.9,2536.7,176.82,ok,0.815
13216,2268.13,2349.9,2575.7,225.82,ok,0.751
25324,2530.555,2575.8,2580.3,4.55,ok,0.493
10087,2493.184,2527.5,2590.2,62.74,ok,1.781
18011,2555.178,2590.3,2596.2,5.95,ok,1.659
26040,2445.322,2545.2,2643.6,98.49,ok,1.676
11778,2550.289,2646.9,2672.9,26.0,ok,5.444
25384,2541.532,2631.0,2683.1,52.13,ok,1.458
13458,2650.633,2717.6,2740.0,22.44,ok,10.43
13012,2527.666,2632.1,2741.3,109.28,ok,0.632
8309,2675.883,2727.8,2741.8,14.04,ok,8.56
7073,2642.045,2693.3,2742.3,48.96,ok,6.975
17856,2728.016,2740.0,2744.2,4.19,ok,13.646
15078,2737.539,2741.4,2744.4,3.0,ok,8.962
25804,2745.412,2757.6,2777.8,20.12,ok,0.965
5114,2751.22,2760.7,2809.0,48.27,ok,1.304
26520,2755.508,2763.2,2820.2,57.01,ok,2.058
7565,2790.022,2809.0,2859.6,50.63,ok,2.014
26637,2819.134,2859.7,2871.7,11.94,ok,1.072
11439,2752.878,2762.7,2888.4,125.7,ok,1.445
26614,2827.289,2888.4,2902.6,14.23,ok,1.045
13640,2797.696,2871.7,2921.6,49.86,ok,1.077
25968,2825.441,2921.6,2931.2,9.57,ok,0.927
26749,2819.695,2820.2,2958.3,138.07,ok,0.229
12381,2821.078,2902.7,2959.8,57.08,ok,0.999
26165,2946.348,2958.4,2975.7,17.29,ok,1.314
12849,2763.464,2777.8,3003.4,225.64,ok,0.365
9421,2849.501,2931.3,3020.9,89.63,ok,0.971
9547,2945.513,2975.8,3031.1,55.28,ok,1.39
26668,2905.684,3031.2,3057.6,26.44,ok,0.884
26373,2879.529,3057.8,3070.5,12.7,ok,0.829
12518,2905.667,2959.9,3072.3,112.43,ok,1.453
26712,3045.544,3072.4,3080.7,8.27,ok,1.151
25648,2936.215,3070.6,3091.9,21.29,ok,0.919
25937,2957.309,3080.8,3105.9,25.06,ok,1.137
26353,2982.279,3003.6,3115.3,111.68,ok,0.635
25464,3060.899,3092.0,3143.9,51.94,ok,0.927
26201,2991.031,3144.1,3176.2,32.14,ok,0.778
11598,2991.826,3106.0,3184.2,78.18,ok,1.043
14451,3035.599,3115.4,3194.6,79.21,ok,0.98
15015,2998.593,3184.3,3207.3,22.97,ok,0.767
12982,2773.726,3207.4,3223.3,15.85,ok,0.671
16494,3121.015,3194.7,3225.6,30.91,ok,0.408
25279,3117.198,3176.4,3260.1,83.71,ok,0.711
25752,3084.989,3225.8,3286.5,60.76,ok,0.924
10109,3103.546,3223.4,3295.5,72.13,ok,0.839
4399,3109.334,3286.7,3311.2,24.49,ok,0.607
10653,3148.637,3295.7,3335.9,40.25,ok,0.555
25831,3318.849,3336.1,3345.7,9.57,ok,0.321
10506,3150.443,3311.3,3348.5,37.15,ok,0.503
25545,3313.333,3345.9,3366.2,20.31,ok,0.429
23711,3258.325,3260.2,3378.6,118.37,ok,0.263
25712,3045.984,3378.7,3381.7,2.95,ok,0.391
7609,3315.677,3366.3,3427.0,60.62,ok,0.442
17922,3284.712,3381.8,3428.5,46.7,ok,0.473
10538,3003.689,3427.1,3440.0,12.93,ok,0.544
8925,3332.57,3440.2,3457.5,17.29,ok,0.779
7559,3194.522,3348.6,3470.5,121.9,ok,0.679
7488,3276.658,3428.7,3473.0,44.28,ok,0.44
4693,3212.68,3473.1,3499.0,25.84,ok,0.602
4601,3210.172,3470.7,3506.9,36.26,ok,0.505
14569,3253.148,3507.1,3536.9,29.81,ok,0.564
5216,3378.651,3457.7,3544.3,86.59,ok,0.728
18457,3109.128,3537.1,3557.6,20.56,ok,0.549
25831,3556.54,3557.8,3567.2,9.37,ok,0.439
13012,3488.411,3499.1,3583.0,83.92,ok,0.456
26426,3294.593,3544.4,3586.8,42.38,ok,0.327
11028,3355.345,3567.3,3591.4,24.02,ok,0.507
10543,3407.556,3591.5,3619.0,27.53,ok,0.5
3609,2971.927,3021.1,,600,timeout,0.654
26382,3413.786,3621.3,3626.8,5.43,ok,0.554
25834,3304.18,3619.2,3627.8,8.66,ok,0.468
26276,3437.033,3626.9,3633.8,6.9,ok,0.573
10601,3441.696,3628.0,3644.9,16.92,ok,0.867
26818,3353.144,3645.0,3648.9,3.87,ok,1.245
7857,3461.157,3634.0,3652.0,18.02,ok,0.754
17970,3356.431,3649.0,3656.2,7.2,ok,1.44
25834,3572.537,3652.0,3658.1,6.04,ok,1.462
26040,3547.666,3658.2,3701.4,43.22,ok,1.439
17922,3517.6,3656.3,3722.2,65.93,ok,1.231
26439,3641.74,3722.3,3735.8,13.48,ok,1.329
13132,3594.124,3701.5,3761.2,59.7,ok,1.173
23470,2996.487,3735.8,3762.7,26.86,ok,1.682
11334,3566.475,3761.2,3765.2,3.93,ok,10.204
15906,3441.735,3587.0,3767.8,180.77,ok,0.673
20054,3601.227,3765.2,3786.3,21.12,ok,0.905
25714,3742.906,3762.8,3792.6,29.84,ok,0.354
8309,3672.297,3767.8,3805.0,37.23,ok,0.794
4693,3731.57,3786.4,3819.4,32.99,ok,0.744
7787,3795.263,3805.1,3827.4,22.34,ok,6.239
26720,3785.655,3827.4,3841.0,13.55,ok,10.135
15150,3735.663,3819.4,3862.4,42.97,ok,9.777
15010,3779.911,3841.0,3871.2,30.13,ok,10.562
26718,3771.976,3827.2,3909.6,82.42,ok,6.94
26479,3839.165,3921.5,3936.0,14.46,ok,10.811
9990,3831.965,3922.0,3950.0,28.0,ok,9.716
4601,3947.926,3950.0,3973.4,23.31,ok,1.288
11844,3501.421,3667.6,4008.4,340.84,ok,0.498
26022,3906.035,3959.5,4016.2,56.77,ok,2.586
18457,3945.451,4032.3,4062.6,30.32,ok,4.221
26373,3998.137,4042.6,4068.5,25.94,ok,1.898
26614,4000.161,4050.4,4070.0,19.61,ok,2.309
25315,4050.599,4086.1,4102.8,16.7,ok,1.595
14738,4087.782,4102.9,4121.5,18.65,ok,1.559
10229,4058.238,4078.8,4125.4,46.67,ok,2.95
9614,4124.207,4125.5,4139.7,14.24,ok,0.624
7436,4126.542,4139.7,4151.7,11.99,ok,1.368
9953,4123.975,4157.1,4167.3,10.27,ok,3.051
9057,3929.616,4068.0,4219.2,151.18,ok,0.694
7565,4056.651,4132.3,4221.7,89.36,ok,1.942
25435,4086.206,4181.2,4238.6,57.42,ok,8.178
11482,4210.997,4233.7,4245.4,11.67,ok,4.726
11769,4209.83,4238.7,4255.8,17.04,ok,1.795
25384,4238.432,4252.9,4292.9,40.01,ok,2.519
17168,4233.813,4246.2,4304.6,58.37,ok,1.298
26112,4267.905,4293.0,4321.9,28.93,ok,1.073
23711,4157.253,4229.2,4329.8,100.52,ok,0.641
26660,4284.735,4329.8,4357.5,27.66,ok,1.081
25425,4261.93,4357.5,4373.2,15.74,ok,0.964
25631,4260.674,4304.6,4397.9,93.24,ok,0.656
26210,4357.193,4373.3,4418.5,45.2,ok,1.032
26256,4399.997,4418.5,4440.7,22.21,ok,1.198
7488,4430.105,4440.8,4479.2,38.45,ok,0.882
26787,4389.957,4397.9,4514.4,116.55,ok,0.59
26522,4296.176,4322.0,4542.1,220.09,ok,0.816
10319,4253.075,4255.8,4549.9,294.14,ok,1.314
18011,4447.405,4550.0,4556.5,6.46,ok,1.287
13805,4411.678,4556.5,4578.0,21.48,ok,1.379
15243,4342.408,4578.1,4601.7,23.59,ok,1.338
10109,4456.358,4514.5,4623.4,108.91,ok,0.522
25882,4578.451,4601.8,4624.4,22.56,ok,1.332
26456,4619.221,4623.6,4645.3,21.75,ok,0.197
25320,4426.092,4624.6,4659.3,34.71,ok,0.718
12050,4559.265,4659.5,4662.7,3.2,ok,1.478
10543,4515.262,4542.1,4676.0,133.88,ok,0.543
10653,4457.779,4645.5,4691.4,45.84,ok,1.301
26005,4599.067,4676.2,4714.0,37.79,ok,1.369
25783,4565.045,4691.5,4722.7,31.22,ok,0.945
26805,4636.213,4714.2,4722.9,8.76,ok,1.114
25397,4452.487,4479.3,4723.9,244.56,ok,0.075
26810,4536.692,4724.0,4754.7,30.7,ok,0.702
25344,4660.684,4723.1,4756.7,33.57,ok,0.883
26067,4712.569,4722.9,4770.1,47.2,ok,0.62
25968,4564.604,4756.8,4780.3,23.51,ok,0.633
25871,4554.947,4780.5,4795.3,14.8,ok,0.577
4291,4571.793,4795.4,4805.7,10.2,ok,0.547
26025,4556.536,4662.8,4809.8,146.95,ok,1.461
4741,4591.101,4809.9,4845.8,35.87,ok,0.476
25498,4570.926,4805.8,4868.4,62.64,ok,0.535
26783,4616.243,4868.6,4877.0,8.45,ok,0.458
26658,4703.338,4754.9,4893.0,138.17,ok,0.667
15049,4586.901,4845.9,4898.8,52.89,ok,0.399
17817,4772.821,4877.1,4898.9,21.74,ok,0.514
15832,4643.445,4893.1,4917.0,23.92,ok,0.602
6373,4688.1,4917.1,4927.6,10.51,ok,0.645
26496,4763.432,4899.0,4927.8,28.76,ok,0.978
4383,4729.056,4927.9,4947.3,19.4,ok,0.794
25545,4900.409,4927.7,4962.3,34.57,ok,0.779
5114,4789.773,4947.3,4981.4,34.08,ok,0.848
25629,4671.011,4898.9,4990.6,91.63,ok,0.483
13458,4622.108,4981.5,5005.6,24.13,ok,0.918
12849,4684.137,4770.2,5017.6,247.31,ok,0.372
15697,4777.909,4962.3,5032.9,70.59,ok,0.841
8569,4834.495,5017.6,5035.3,17.65,ok,0.979
4399,4790.924,5005.7,5051.1,45.41,ok,0.743
14674,4954.805,5051.1,5060.9,9.74,ok,1.083
11082,4905.741,5071.9,5118.9,46.98,ok,1.199
14051,4986.938,5104.7,5128.9,24.22,ok,4.759
9876,5097.57,5126.1,5147.8,21.67,ok,1.873
11968,4972.388,5034.5,5164.9,130.36,ok,1.639
9000,5141.93,5147.8,5168.2,20.38,ok,0.895
8812,5147.192,5164.9,5198.8,33.91,ok,1.271
12518,4981.543,5076.8,5200.8,123.94,ok,2.04
13237,5192.131,5200.8,5240.9,40.09,ok,1.937
7609,5128.056,5129.0,5255.2,126.22,ok,0.38
25577,5199.811,5255.2,5270.2,15.0,ok,2.203
26508,5165.548,5168.3,5290.4,122.12,ok,0.53
26414,5165.215,5198.9,5294.7,95.87,ok,0.631
11810,5135.26,5290.4,5304.3,13.91,ok,2.708
17034,5252.452,5270.3,5304.9,34.62,ok,2.109
12982,5126.364,5294.8,5305.3,10.55,ok,4.995
14904,5199.689,5304.4,5306.0,1.69,ok,6.146
25279,5229.855,5286.9,5362.7,75.81,ok,1.368
12305,5343.192,5414.2,5437.6,23.41,ok,6.53
26240,5425.517,5447.8,5461.2,13.46,ok,1.824
26749,5306.97,5420.3,5498.1,77.73,ok,0.688
25977,5363.7,5429.3,5507.2,77.85,ok,3.615
26294,5483.023,5498.1,5523.5,25.42,ok,0.795
11555,5390.532,5435.4,5532.7,97.3,ok,1.427
17332,5476.152,5507.2,5559.7,52.49,ok,2.823
11822,5487.35,5532.7,5562.5,29.81,ok,1.592
12343,5447.942,5559.8,5581.0,21.18,ok,2.22
9173,5508.483,5523.6,5582.9,59.36,ok,0.877
14438,5549.702,5562.6,5584.9,22.28,ok,5.111
12102,5479.859,5584.9,5594.7,9.82,ok,6.416
25585,5566.047,5583.0,5604.5,21.51,ok,4.252
11028,5590.47,5604.6,5628.2,23.66,ok,1.764
11614,5566.65,5581.1,5638.0,56.94,ok,0.503
25469,5597.278,5628.3,5646.4,18.08,ok,1.648
12889,5599.392,5638.0,5680.7,42.6,ok,1.014
26517,5675.963,5680.7,5683.0,2.27,ok,0.219
19186,5635.449,5646.4,5701.8,55.35,ok,1.339
13216,5589.961,5594.8,5710.7,115.91,ok,1.318
25409,5641.383,5701.9,5721.3,19.4,ok,1.165
25937,5707.331,5721.3,5741.2,19.82,ok,0.908
26201,5652.8,5710.8,5752.3,41.52,ok,0.986
16494,5649.438,5683.0,5756.1,73.05,ok,0.964
3924,5729.387,5741.2,5765.3,24.06,ok,0.843
26425,5714.163,5756.1,5769.8,13.63,ok,1.113
12950,5530.364,5769.8,5772.2,2.41,ok,4.573
25305,5724.614,5765.3,5788.2,22.86,ok,2.375
11512,5547.496,5772.3,5789.3,17.01,ok,4.615
10538,5551.235,5811.1,5813.1,1.96,ok,5.086
23470,5768.893,5861.7,5878.4,16.72,ok,67.742
15078,5812.179,5862.6,5886.2,23.56,ok,31.821
8793,5868.77,5899.3,5912.7,13.44,ok,5.151
14075,5899.419,5923.7,5926.2,2.46,ok,5.887
11800,5863.524,5907.2,5940.8,33.61,ok,5.714
26027,5923.882,5930.9,5950.9,20.06,ok,6.209
10948,5933.358,5950.9,5956.6,5.71,ok,2.151
6531,5732.083,5853.5,5970.9,117.37,ok,1.538
10260,5955.578,5962.1,6013.7,51.56,ok,1.148
25259,5934.532,5946.3,6028.2,81.97,ok,1.723
11399,5959.413,5976.3,6029.6,53.24,ok,1.727
25712,6028.8,6029.6,6035.2,5.57,ok,2.624
25746,5976.333,6019.3,6044.7,25.38,ok,1.485
17182,5993.165,6033.8,6095.3,61.43,ok,3.179
18604,6000.762,6040.7,6098.8,58.06,ok,4.003
25788,6063.453,6095.3,6106.0,10.62,ok,0.139
25324,6049.97,6106.0,6111.8,5.74,ok,0.699
5069,6054.577,6098.9,6122.1,23.26,ok,0.471
14451,6041.023,6044.7,6135.9,91.22,ok,1.583
3609,5451.864,5573.4,,600,timeout,1.404
25478,6135.025,6173.6,6188.9,15.3,ok,0.89
26245,6118.174,6136.0,6190.7,54.78,ok,0.863
24675,6144.59,6188.9,6207.3,18.32,ok,0.835
25934,6056.556,6122.2,6215.9,93.7,ok,0.814
6388,6159.086,6190.8,6224.3,33.53,ok,0.895
10073,6202.102,6224.4,6231.5,7.09,ok,2.494
26741,6042.443,6207.3,6233.7,26.43,ok,1.499
8198,6095.944,6215.9,6245.1,29.13,ok,1.763
26673,6111.208,6111.8,6248.6,136.79,ok,0.699
26813,6237.838,6248.6,6270.5,21.83,ok,1.22
26426,6084.188,6233.8,6283.5,49.71,ok,5.241
7073,6208.064,6231.5,6306.6,75.08,ok,4.653
9547,6252.973,6270.5,6334.7,64.13,ok,0.772
18656,6088.749,6283.5,6345.7,62.22,ok,0.712
22624,6298.024,6334.8,6361.7,26.88,ok,0.945
16495,6222.191,6245.1,6374.4,129.23,ok,5.311
26668,6299.289,6361.7,6399.6,37.9,ok,1.207
17471,6262.335,6345.8,6404.6,58.82,ok,1.042
26144,6383.692,6404.7,6409.7,5.08,ok,2.554
26353,6298.72,6306.7,6423.1,116.43,ok,0.323
15326,6296.163,6399.6,6429.3,29.62,ok,2.087
22566,6399.275,6423.1,6444.6,21.51,ok,1.772
26283,6387.707,6429.3,6463.6,34.29,ok,1.64
16115,6280.448,6374.4,6467.7,93.34,ok,2.69
10506,6413.611,6453.0,6485.2,32.2,ok,1.887
11964,6381.841,6472.0,6491.3,19.31,ok,4.529
11778,6458.362,6485.7,6505.1,19.33,ok,14.943
26214,6501.178,6516.7,6532.0,15.28,ok,2.955
5794,6406.656,6460.5,6579.3,118.75,ok,0.964
25470,6553.127,6579.3,6594.6,15.32,ok,0.841
26520,6476.247,6527.6,6610.5,82.93,ok,12.539
9421,6487.901,6533.7,6623.5,89.8,ok,7.655
25824,6595.995,6639.2,6653.5,14.22,ok,4.071
25648,6610.338,6652.1,6672.5,20.31,ok,9.073
26486,6652.305,6653.5,6676.5,23.01,ok,10.79
15077,6674.808,6676.5,6696.2,19.7,ok,4.916
18038,6569.086,6623.3,6704.9,81.61,ok,1.03
25752,6520.63,6581.8,6709.9,128.12,ok,2.003
11439,6678.483,6696.2,6710.6,14.39,ok,2.373
14018,6687.306,6757.5,6767.7,10.18,ok,1.979
2895,6691.346,6751.8,6788.4,36.59,ok,1.349
26243,6757.496,6798.9,6803.4,4.46,ok,1.078
14203,6799.159,6809.9,6828.6,18.67,ok,4.523
13640,6698.104,6773.8,6829.3,55.53,ok,1.834
11729,6657.227,6736.4,6861.0,124.6,ok,8.737
26710,6764.364,6784.7,6861.0,76.24,ok,0.448
15474,6820.465,6828.6,6861.9,33.19,ok,1.04
10322,6814.686,6900.3,6947.4,47.18,ok,1.747
25885,6944.353,6947.4,6962.9,15.42,ok,3.918
9618,6916.835,6939.3,6967.9,28.57,ok,1.85
7559,6947.928,6962.9,6979.4,16.46,ok,2.328
14319,6872.193,6972.7,7041.2,68.5,ok,4.332
10795,6942.91,7016.2,7061.9,45.66,ok,1.435
15348,6815.623,6969.7,7063.1,93.44,ok,2.222
26263,7016.387,7090.6,7109.1,18.55,ok,2.228
25464,7023.252,7068.7,7139.8,71.16,ok,1.275
26712,7113.853,7139.9,7142.7,2.89,ok,1.471
17970,7117.298,7142.8,7147.3,4.56,ok,3.878
26321,7143.861,7155.9,7171.5,15.56,ok,1.778
17875,7017.166,7098.0,7176.7,78.74,ok,1.829
3955,6963.232,7058.2,7208.1,149.84,ok,0.26
26165,7169.222,7188.9,7212.7,23.79,ok,0.963
26637,7155.98,7201.8,7231.3,29.5,ok,1.638
6836,7198.355,7228.3,7254.0,25.65,ok,0.446
26368,7220.688,7243.9,7261.8,17.97,ok,1.549
26608,7244.001,7254.0,7268.8,14.83,ok,0.498
15092,7257.595,7317.5,7344.9,27.47,ok,6.048
5216,7090.657,7256.0,7390.9,134.9,ok,1.439
10001,7324.52,7399.9,7426.1,26.21,ok,1.614
