qid,arrival,start,finish,runtime,status,predicted_slowdown
10075,1593.552,1677.7,1762.1,84.37,ok,1.416
6836,1712.781,1723.5,1779.3,55.8,ok,4.344
25715,1707.167,1707.9,1782.5,74.56,ok,3.991
11800,1617.624,1700.3,1804.8,104.48,ok,6.328
25320,1662.491,1732.6,1832.9,100.27,ok,5.786
14738,1733.103,1786.3,1850.1,63.81,ok,8.095
18604,1635.021,1728.1,1853.2,125.16,ok,5.811
26210,1761.154,1790.4,1866.0,75.54,ok,4.642
26813,1746.702,1807.6,1870.2,62.62,ok,8.216
15832,1783.575,1812.3,1876.6,64.39,ok,10.041
19186,1708.502,1823.7,1934.1,110.41,ok,5.088
25871,1845.24,1888.8,1940.2,51.32,ok,6.758
25315,1831.92,1891.9,1946.4,54.49,ok,8.241
14075,1959.27,1975.4,1978.1,2.68,ok,1.671
9000,1953.388,1965.4,1983.7,18.28,ok,0.94
26720,1975.428,1994.5,2023.8,29.23,ok,3.071
15906,1963.383,1989.5,2030.1,40.57,ok,3.371
6373,2012.916,2037.4,2056.9,19.52,ok,8.999
26673,1977.981,2019.3,2068.3,49.0,ok,0.561
25783,2013.414,2038.0,2085.2,47.22,ok,5.556
10322,2003.395,2031.4,2094.3,62.89,ok,5.528
18656,1985.858,2025.4,2100.6,75.26,ok,2.759
26025,1957.999,2006.8,2104.4,97.64,ok,0.589
11964,2023.495,2072.3,2129.0,56.7,ok,13.524
14203,2018.511,2066.0,2129.4,63.36,ok,11.29
26486,2054.053,2076.4,2160.9,84.58,ok,5.481
26660,2052.945,2104.6,2173.8,69.18,ok,5.903
26425,2086.148,2113.7,2175.3,61.65,ok,9.707
26283,2127.258,2129.0,2199.1,70.09,ok,6.153
12102,2062.649,2123.8,2200.0,76.18,ok,13.154
26805,2135.327,2161.1,2209.6,48.5,ok,7.833
11512,2123.952,2129.4,2218.2,88.8,ok,15.619
17817,2139.958,2173.9,2222.6,48.68,ok,7.175
5794,2058.04,2087.8,2240.0,152.21,ok,4.288
26741,2132.907,2175.5,2241.2,65.68,ok,5.678
25585,2143.182,2207.0,2258.5,51.54,ok,6.113
18038,2099.515,2127.7,2265.1,137.34,ok,7.506
25305,2166.78,2230.4,2269.0,38.57,ok,8.296
9876,2142.259,2214.6,2283.6,69.03,ok,7.302
6531,2180.34,2232.8,2283.7,50.93,ok,6.497
15092,2129.087,2262.8,2304.0,41.22,ok,7.216
11482,2244.531,2268.0,2306.1,38.07,ok,15.036
25445,2206.419,2241.0,2315.7,74.7,ok,3.695
9614,2275.855,2331.1,2366.9,35.85,ok,6.24
12950,2262.692,2319.3,2372.5,53.2,ok,12.734
25409,2292.269,2352.0,2398.6,46.52,ok,8.057
15077,2300.907,2354.1,2413.6,59.48,ok,9.162
26263,2314.577,2355.2,2425.5,70.31,ok,7.535
26368,2347.608,2375.8,2443.9,68.07,ok,5.788
7587,2367.502,2381.4,2456.0,74.64,ok,6.904
26608,2381.386,2398.7,2468.5,69.85,ok,3.79
11769,2385.679,2413.7,2480.7,67.04,ok,3.731
25470,2432.053,2444.0,2493.7,49.71,ok,5.688
26243,2381.779,2425.6,2499.4,73.81,ok,5.516
13132,2280.622,2346.4,2508.6,162.21,ok,6.532
6388,2445.636,2503.4,2540.9,37.49,ok,4.02
25714,2467.344,2491.2,2546.4,55.16,ok,2.737
10601,2402.506,2516.3,2555.7,39.34,ok,4.794
13216,2268.13,2354.6,2565.6,211.01,ok,5.408
26040,2445.322,2478.7,2600.8,122.14,ok,4.776
25324,2530.555,2587.5,2647.9,60.39,ok,3.886
10087,2493.184,2563.1,2655.5,92.4,ok,6.063
20054,2506.064,2586.3,2688.3,102.05,ok,8.348
18011,2555.178,2666.6,2734.3,67.64,ok,8.949
25384,2541.532,2656.7,2752.9,96.23,ok,5.908
11778,2550.289,2701.8,2756.7,54.89,ok,10.91
13012,2527.666,2641.9,2764.4,122.47,ok,2.651
8309,2675.883,2727.9,2776.6,48.7,ok,7.709
13458,2650.633,2715.4,2782.0,66.54,ok,10.719
17856,2728.016,2734.3,2791.1,56.81,ok,13.527
7073,2642.045,2707.8,2814.3,106.45,ok,6.752
5114,2751.22,2756.9,2824.7,67.83,ok,5.834
25804,2745.412,2782.1,2828.0,45.93,ok,6.198
26520,2755.508,2776.7,2860.6,83.87,ok,6.235
7565,2790.022,2791.2,2873.9,82.7,ok,7.026
13640,2797.696,2814.4,2900.2,85.79,ok,6.0
26637,2819.134,2828.2,2912.1,83.86,ok,5.136
25968,2825.441,2860.8,2922.0,61.14,ok,4.613
10319,2253.205,2445.1,2952.0,506.91,ok,2.55
11439,2752.878,2753.1,2952.5,199.45,ok,3.665
26373,2879.529,2900.4,2962.7,62.31,ok,4.424
12381,2821.078,2874.1,2978.1,103.96,ok,4.417
26749,2819.695,2824.9,3014.3,189.43,ok,2.464
12849,2763.464,2764.5,3021.2,256.66,ok,3.747
26165,2946.348,2952.3,3032.9,80.68,ok,4.608
26614,2827.289,2952.7,3040.4,87.69,ok,5.133
9421,2849.501,2922.1,3053.5,131.38,ok,3.878
15078,2737.539,2962.9,3060.0,97.06,ok,5.622
25648,2936.215,2978.3,3066.0,87.7,ok,5.489
12982,2773.726,3021.5,3075.2,53.66,ok,4.282
12518,2905.667,2912.3,3090.6,178.33,ok,4.376
25937,2957.309,3040.7,3099.7,58.98,ok,4.256
9547,2945.513,3033.3,3127.8,94.53,ok,4.766
26668,2905.684,3066.3,3138.5,72.23,ok,4.453
26353,2982.279,3014.7,3170.7,155.99,ok,4.009
25464,3060.899,3090.8,3194.3,103.45,ok,4.832
11598,2991.826,3060.3,3207.2,146.93,ok,3.904
15015,2998.593,3128.1,3222.7,94.62,ok,4.822
26201,2991.031,3099.9,3223.6,123.69,ok,5.248
14451,3035.599,3075.4,3249.8,174.37,ok,3.817
26712,3045.544,3207.6,3257.5,49.92,ok,4.3
4399,3109.334,3223.1,3272.9,49.77,ok,4.257
16494,3121.015,3138.8,3295.6,156.75,ok,4.252
25712,3045.984,3250.2,3299.4,49.25,ok,4.435
10506,3150.443,3224.0,3314.4,90.42,ok,5.362
25279,3117.198,3194.6,3319.3,124.62,ok,3.957
10109,3103.546,3171.1,3336.3,165.22,ok,4.157
10538,3003.689,3314.8,3341.4,26.61,ok,3.875
10653,3148.637,3257.8,3360.4,102.63,ok,3.826
4693,3212.68,3319.7,3371.8,52.18,ok,3.85
25831,3318.849,3336.7,3380.1,43.33,ok,3.876
4601,3210.172,3299.8,3398.3,98.53,ok,4.024
7559,3194.522,3360.9,3419.2,58.28,ok,3.697
7488,3276.658,3372.3,3445.4,73.09,ok,3.172
3609,2971.927,3053.9,3448.5,394.68,ok,3.904
25752,3084.989,3296.0,3457.2,161.19,ok,4.07
18457,3109.128,3398.8,3481.2,82.41,ok,3.277
25545,3313.333,3419.6,3500.1,80.53,ok,2.566
23711,3258.325,3273.2,3508.9,235.65,ok,2.432
7609,3315.677,3341.8,3522.6,180.75,ok,3.575
8925,3332.57,3457.6,3537.3,79.63,ok,3.925
26426,3294.593,3448.9,3558.3,109.42,ok,3.557
14569,3253.148,3445.8,3573.7,127.83,ok,2.779
17922,3284.712,3380.4,3587.0,206.55,ok,3.406
11028,3355.345,3523.0,3624.5,101.47,ok,4.004
25834,3304.18,3537.6,3631.5,93.88,ok,4.36
25831,3556.54,3558.7,3639.3,80.56,ok,2.985
5216,3378.651,3481.6,3659.2,177.67,ok,3.6
26276,3437.033,3625.0,3664.2,39.14,ok,2.979
17970,3356.431,3631.9,3670.0,38.08,ok,2.784
26818,3353.144,3639.6,3670.4,30.78,ok,2.507
13012,3488.411,3500.5,3678.0,177.51,ok,2.76
11844,3501.421,3574.1,3683.8,109.68,ok,2.888
10601,3441.696,3664.5,3691.9,27.33,ok,2.808
26382,3413.786,3670.3,3694.9,24.55,ok,2.999
7857,3461.157,3659.7,3705.4,45.72,ok,2.497
10543,3407.556,3509.3,3718.5,209.22,ok,3.438
26040,3547.666,3670.7,3767.3,96.58,ok,2.94
25834,3572.537,3695.1,3773.2,78.1,ok,13.721
15906,3441.735,3692.0,3778.8,86.77,ok,8.53
23470,2996.487,3684.0,3778.9,94.87,ok,4.201
17922,3517.6,3587.4,3788.4,201.02,ok,3.009
11334,3566.475,3705.5,3797.1,91.58,ok,13.036
26439,3641.74,3767.5,3808.0,40.52,ok,10.868
8309,3672.297,3773.4,3809.5,36.12,ok,13.896
20054,3601.227,3718.6,3835.7,117.06,ok,12.072
4693,3731.57,3788.5,3842.4,53.87,ok,5.532
25714,3742.906,3778.9,3851.5,72.54,ok,14.107
13132,3594.124,3732.6,3915.0,182.43,ok,3.597
26720,3785.655,3877.0,3943.5,66.52,ok,7.115
7787,3795.263,3878.4,3956.2,77.73,ok,7.586
26718,3771.976,3904.6,3961.2,56.61,ok,5.285
26479,3839.165,3948.0,4005.9,57.87,ok,5.762
15150,3735.663,3884.6,4017.3,132.71,ok,5.756
9990,3831.965,3990.3,4060.5,70.16,ok,6.076
26022,3906.035,3999.5,4075.5,75.99,ok,2.107
26373,3998.137,4039.2,4079.1,39.86,ok,4.81
15010,3779.911,3943.0,4090.1,147.06,ok,6.646
18457,3945.451,4038.2,4094.7,56.48,ok,10.772
25315,4050.599,4096.6,4137.8,41.19,ok,6.506
26614,4000.161,4086.6,4140.2,53.55,ok,7.575
4601,3947.926,4062.2,4164.7,102.52,ok,5.138
