query_order	arrival_time_s
355	11605.546
356	11611.448
357	11709.978
358	11719.233
359	11722.675
360	11739.780
361	11778.899
362	11790.191
363	11818.149
364	11839.637
365	11854.230
366	11880.013
367	11888.833
368	11925.843
369	11925.894
370	12003.833
371	12027.028
372	12065.156
373	12105.794
374	12139.111
375	12152.699
376	12154.875
377	12187.615
378	12199.639
379	12210.941
380	12267.461
381	12305.623
382	12316.337
383	12327.438
384	12343.185
385	12358.631
386	12369.145
387	12373.230
388	12389.595
389	12474.179
390	12508.112
391	12578.043
392	12606.719
393	12617.460
394	12641.278
395	12641.290
396	12651.434
397	12668.292
398	12694.316
399	12726.217
400	12744.981
401	12762.491
402	12769.704
403	12788.931
404	12858.365
405	12906.058
406	12911.636
407	12914.295
408	12936.031
409	12966.098
410	12978.345
411	13029.528
412	13071.253
413	13104.768
414	13112.401
415	13119.063
416	13119.805
417	13128.230
418	13147.568
419	13204.429
420	13206.698
421	13222.754
422	13252.562
423	13259.048
424	13294.805
425	13315.264
426	13323.655
427	13355.673
428	13355.840
429	13397.545
430	13441.641
431	13445.023
432	13461.632
433	13467.435
434	13562.514
435	13584.405
436	13585.951
437	13594.549
438	13651.132
439	13669.422
440	13717.918
441	13750.959
442	13883.376
443	13910.526
444	14000.422
445	14067.031
446	14095.484
447	14133.596
448	14154.678
449	14207.937
450	14231.751
451	14300.003
452	14340.840
453	14360.152
454	14369.152
455	14377.672
456	14408.128
457	14451.677
458	14473.777
459	14503.342
460	14512.973
461	14515.393
462	14525.487
463	14534.999
464	14546.556
465	14569.862
466	14574.330
467	14582.220
468	14617.740
469	14654.508
470	14656.500
471	14672.207
472	14695.674
473	14711.798
474	14718.750
475	14735.099
476	14805.664
477	14831.982
478	14867.657
479	14925.948
480	14969.469
481	14983.829
482	14984.006
483	14997.011
484	15039.019
485	15096.631
486	15188.635
487	15204.926
488	15246.218
489	15269.917
490	15297.650
491	15305.125
492	15312.557
493	15329.729
494	15330.613
495	15342.903
496	15377.005
497	15392.547
498	15397.958
499	15416.857
500	15420.953
501	15450.159
502	15450.980
503	15466.007
504	15490.937
505	15491.761
506	15522.641
507	15527.016
508	15545.596
509	15547.144
510	15561.442
511	15568.576
512	15580.450
513	15623.417
514	15637.716
515	15679.547
516	15733.047
517	15741.769
518	15744.333
519	15744.920
520	15768.178
521	16046.934
522	16059.855
523	16091.362
524	16136.955
525	16168.600
526	16210.701
527	16300.341
528	16307.012
529	16307.629
530	16312.589
531	16316.637
532	16349.848
533	16374.749
534	16382.125
535	16418.190
536	16461.879
537	16467.389
538	16495.426
539	16536.767
540	16540.416
541	16591.744
542	16692.078
543	16695.510
544	16696.290
545	16707.507
546	16741.443
547	16836.669
548	16851.827
549	16889.486
550	16891.858
551	16927.053
552	16956.657
553	16959.882
554	17004.297
555	17061.270
556	17088.789
557	17092.660
558	17216.425
559	17262.210
560	17275.005
561	17291.783
562	17305.671
563	17326.826
564	17339.347
565	17396.176
566	17448.011
567	17451.357
568	17548.520
569	17578.804
570	17631.735
571	17668.594
572	17685.748
573	17725.453
574	17826.434
575	17835.878
576	17885.417
577	17908.594
578	17928.415
579	17945.573
580	17984.967
581	17994.343
582	18051.601
583	18104.889
584	18107.608
585	18171.627
586	18180.013
587	18198.761
588	18227.035
589	18241.327
590	18242.201
591	18299.306
592	18305.326
593	18312.479
594	18360.438
595	18372.919
596	18436.607
597	18472.845
598	18482.545
599	18482.851
600	18571.583
601	18574.268
602	18612.465
603	18632.582
604	18675.166
605	18710.361
606	18741.507
607	18761.755
608	18808.997
609	18811.927
610	18819.442
611	18854.751
612	18865.718
613	18891.855
614	18911.086
615	18933.796
616	18950.424
617	18991.529
618	19003.578
619	19039.984
620	19049.463
621	19058.150
622	19062.008
623	19068.425
624	19072.245
625	19095.272
626	19138.361
627	19144.503
628	19151.818
629	19171.679
630	19210.364
631	19323.023
632	19345.333
633	19355.314
634	19358.492
635	19364.967
636	19372.710
637	19378.643
638	19379.070
639	19401.986
640	19411.605
641	19521.437
642	19545.617
643	19581.479
644	19585.529
645	19646.383
646	19666.635
647	19728.476
648	19754.080
649	19773.092
650	19790.511
651	19796.625
652	19798.207
653	19883.146
654	19902.633
655	19954.432
656	19969.792
657	19972.101
658	20001.884
659	20003.537
660	20008.384
661	20033.208
662	20044.073
663	20197.146
664	20200.928
665	20244.302
666	20272.269
667	20319.194
668	20326.868
669	20349.048
670	20367.011
671	20384.552
672	20443.571
673	20581.820
674	20592.752
675	20621.860
676	20650.080
677	20690.503
678	20778.963
679	20785.950
680	20793.061
681	20825.463
682	20830.589
683	20836.317
684	20838.658
685	20838.738
686	20856.701
687	20883.729
688	20894.057
689	20901.955
690	20938.778
691	20975.198
692	20993.354
693	21028.237
694	21105.513
695	21152.023
696	21181.453
697	21213.922
698	21295.314
699	21311.923
700	21335.518
701	21366.811
702	21438.524
703	21491.094
704	21493.317
705	21498.760
706	21509.788
707	21551.252
708	21576.516
709	21586.732
710	21590.716
711	21625.724
712	21661.816
713	21747.587
714	21768.410
715	21788.835
716	21791.350
717	21792.571
718	21809.541
719	21821.214
720	21829.859
721	21832.732
722	21930.767
723	21984.996
724	22010.680
725	22101.028
726	22333.748
727	22367.216
728	22376.638
729	22377.870
730	22420.220
731	22439.295
732	22470.919
733	22545.253
734	22551.261
735	22577.670
736	22607.888
737	22628.190
738	22631.060
739	22643.890
740	22656.052
741	22689.324
742	22747.826
743	22759.831
744	22795.325
745	22805.524
746	22892.642
747	22943.033
748	22966.995
749	22985.194
750	22996.523
751	23008.238
752	23113.620
753	23129.154
754	23150.837
755	23283.822
756	23315.981
757	23339.446
758	23355.441
759	23361.673
760	23375.145
761	23417.517
762	23446.975
763	23489.787
764	23496.615
765	23520.518
766	23599.315
767	23616.609
768	23652.554
769	23656.437
770	23764.958
771	23793.120
772	23801.325
773	23806.498
774	23830.509
775	23854.615
776	23857.550
777	24003.380
778	24076.611
779	24095.177
780	24098.926
781	24152.465
782	24173.162
783	24210.990
784	24232.321
785	24241.904
786	24295.908
787	24413.638
788	24422.018
789	24446.058
790	24460.573
791	24537.054
792	24558.347
793	24621.787
794	24681.646
795	24691.345
796	24738.165
797	24754.247
798	24835.903
799	24857.165
800	24908.701
801	24918.674
802	24929.313
803	24955.837
804	25160.274
805	25180.454
806	25185.280
807	25208.483
808	25221.182
809	25245.266
810	25268.786
811	25287.014
812	25298.663
813	25304.934
814	25340.804
815	25366.249
816	25374.229
817	25419.052
818	25420.390
819	25461.351
820	25497.997
821	25548.042
822	25562.679
823	25595.371
824	25646.939
825	25765.553
826	25786.068
827	25787.200
828	25808.132
829	25834.893
830	25896.031
831	25958.221
832	25975.632
833	25998.025
834	26016.340
835	26054.792
836	26070.620
837	26102.527
838	26107.557
839	26126.575
840	26230.986
841	26243.386
842	26278.784
843	26310.265
844	26367.534
845	26424.919
846	26483.762
847	26498.103
848	26509.526
849	26547.578
850	26590.317
851	26652.079
852	26653.175
853	26655.302
854	26685.224
855	26761.346
856	26940.214
857	26981.417
858	26998.490
859	27001.599
860	27031.732
861	27093.540
862	27111.132
863	27146.658
864	27216.780
865	27218.193
866	27265.903
867	27276.320
868	27290.413
869	27295.132
870	27317.858
871	27342.894
872	27390.076
873	27395.665
874	27398.133
875	27459.534
876	27488.538
877	27496.804
878	27570.001
879	27574.634
880	27593.184
881	27601.974
882	27610.818
883	27611.101
884	27660.088
885	27729.530
886	27763.490
887	27768.649
888	27786.136
889	27798.856
890	27825.426
891	27855.988
892	27872.553
893	27881.187
894	27937.176
895	27943.841
896	27958.410
897	27978.214
898	27986.337
899	28011.790
900	28037.447
901	28185.011
902	28195.507
903	28309.933
904	28342.141
905	28351.768
906	28376.804
907	28411.536
908	28452.491
909	28454.000
910	28481.973
911	28502.572
912	28572.923
913	28583.037
914	28631.150
915	28659.173
916	28672.204
917	28702.573
918	28731.671
919	28765.645
920	28803.934
921	28836.226
922	28890.893
923	28920.579
924	28990.695
925	29021.878
926	29032.963
927	29050.402
928	29076.397
929	29115.940
930	29118.774
931	29129.265
932	29170.553
933	29176.348
934	29180.600
935	29203.857
936	29310.582
937	29333.287
938	29406.711
939	29459.953
940	29468.864
941	29521.100
942	29540.824
943	29590.097
944	29631.276
945	29643.683
946	29647.353
947	29746.172
948	29750.723
949	29852.610
950	29911.623
951	29950.267
952	30067.542
953	30170.125
954	30219.105
955	30232.765
956	30279.682
957	30280.103
958	30303.176
959	30321.373
960	30354.891
961	30388.365
962	30414.717
963	30466.567
964	30551.115
965	30554.556
966	30562.546
967	30563.306
968	30627.992
969	30652.717
970	30726.761
971	30734.268
972	30736.227
973	30788.320
974	30860.355
975	30871.149
976	30886.892
977	30891.409
978	30979.117
979	30990.005
980	31010.361
981	31013.428
982	31078.908
983	31083.282
984	31101.416
985	31134.720
986	31175.497
987	31263.046
988	31279.342
989	31320.018
990	31325.053
991	31341.132
992	31344.260
993	31364.422
994	31380.155
995	31470.954
996	31471.952
997	31485.838
998	31503.415
999	31593.622
