query_order,qid,arrival_time_s,estimated_runtime_s
139,25781,3890.173,
140,7346,3894.020,
141,7653,3912.077,
142,8403,3934.423,
143,13612,3943.046,
144,25563,4000.702,
145,14569,4016.106,
146,15733,4022.770,
147,14521,4044.470,
148,13417,4081.124,
149,25415,4087.412,
150,25629,4097.872,
151,7660,4247.074,
152,15697,4276.459,
153,17332,4292.599,
154,25303,4313.009,
155,16462,4316.621,
156,12035,4323.747,
157,12764,4335.300,
158,25448,4360.149,
159,25622,4367.472,
160,19992,4374.437,
161,11661,4376.498,
162,25223,4404.421,
163,14507,4411.701,
164,9351,4477.734,
165,25436,4532.712,
166,14051,4534.770,
167,4076,4542.380,
168,14672,4573.336,
169,10821,4580.087,
170,7587,4584.061,
171,16447,4660.818,
172,15508,4684.517,
173,12664,4702.435,
174,25362,4745.425,
175,25691,4791.559,
176,25394,4797.473,
177,11266,4800.328,
178,25317,4816.119,
179,9855,4831.545,
180,13827,4849.164,
181,13380,4885.730,
182,11399,4917.060,
183,10804,5033.135,
184,13591,5036.036,
185,16107,5050.462,
186,9618,5062.066,
187,5646,5117.454,
188,7203,5125.459,
189,14246,5131.366,
190,11881,5148.035,
191,10237,5163.379,
192,13917,5172.520,
193,16743,5180.568,
194,16032,5252.456,
195,25258,5268.847,
196,25469,5324.170,
197,10499,5346.548,
198,12184,5348.002,
199,14320,5550.713,
200,6936,5601.339,
201,11821,5698.601,
202,11543,5771.643,
203,14936,5824.520,
204,9057,5829.613,
205,11547,5848.229,
206,9447,5854.962,
207,10731,5869.314,
208,25704,5871.006,
209,13313,5884.344,
210,9924,6002.519,
211,17514,6011.147,
212,25703,6054.066,
213,12406,6071.061,
214,25282,6086.459,
215,2837,6174.770,
216,19169,6325.596,
217,17034,6348.316,
218,5216,6383.800,
219,16547,6388.509,
220,11154,6398.365,
221,16119,6495.369,
222,11540,6519.604,
223,10262,6541.481,
224,7414,6580.071,
225,11170,6581.720,
226,25037,6606.290,
227,10556,6625.858,
228,6456,6679.489,
229,19844,6684.286,
230,10075,6774.965,
231,7857,6777.303,
232,25324,6783.059,
233,15194,6808.370,
234,25566,6839.858,
235,11999,6847.367,
236,25650,6850.942,
237,25283,6912.819,
238,19727,6920.733,
239,10170,6946.008,
240,25624,6973.055,
241,7551,6988.270,
242,17087,7012.806,
243,19865,7033.520,
244,11437,7109.928,
245,11974,7116.326,
246,10074,7151.590,
247,15259,7159.226,
248,10182,7173.333,
249,12212,7204.520,
250,10601,7214.507,
251,14786,7225.148,
252,13308,7264.174,
253,13626,7266.283,
254,11982,7283.447,
255,25382,7464.673,
256,12849,7619.958,
257,25350,7622.088,
258,3714,7628.800,
259,12429,7637.429,
260,25770,7713.223,
261,25419,7772.793,
262,3050,7831.990,
263,16299,7844.906,
264,14043,7849.713,
265,5119,7899.952,
266,12465,7933.995,
267,25284,7960.481,
268,8925,8082.586,
269,20789,8112.301,
270,12941,8112.521,
271,12107,8160.089,
272,10125,8170.051,
273,15022,8200.538,
274,12508,8278.818,
275,10759,8282.856,
276,17817,8286.290,
277,11810,8289.460,
278,13135,8312.020,
279,16386,8320.922,
280,13597,8346.918,
281,25425,8382.323,
282,13503,8388.698,
283,15567,8416.859,
284,12647,8425.441,
285,5463,8444.215,
286,13026,8510.223,
287,15574,8562.624,
288,7316,8565.335,
289,25679,8580.761,
290,18465,8589.830,
291,11889,8589.930,
292,18934,8631.217,
293,25287,8659.600,
294,15010,8668.105,
295,5310,8705.956,
296,10110,8728.419,
297,12096,8744.045,
298,15015,8744.317,
299,17856,8746.507,
300,10316,8806.609,
301,20103,8872.203,
302,14695,8894.289,
303,12991,8944.671,
304,15300,8969.128,
305,25700,8973.616,
306,14203,8977.433,
307,25545,8987.753,
308,14628,9051.941,
309,10722,9096.468,
310,17919,9151.660,
311,19935,9215.833,
312,18602,9222.436,
313,25501,9230.473,
314,10368,9233.510,
315,7026,9275.921,
316,25304,9336.270,
317,6107,9350.872,
318,11446,9378.013,
319,14370,9382.714,
320,15614,9457.126,
321,8139,9513.114,
322,3924,9617.787,
323,11469,9664.401,
324,25279,9724.101,
325,13516,9724.804,
326,25498,9762.154,
327,15619,9773.459,
328,6553,9848.247,
329,13587,9893.626,
330,11227,9949.502,
331,11341,9996.113,
332,4291,10004.802,
333,14578,10048.153,
334,7559,10051.356,
335,9876,10108.953,
336,14830,10163.724,
337,23470,10170.768,
338,12827,10218.257,
339,13438,10235.526,
340,14725,10245.721,
341,11740,10290.141,
342,13341,10297.372,
343,13123,10298.042,
344,25340,10304.051,
345,25313,10315.192,
346,13932,10371.127,
347,10639,10466.548,
348,25413,10475.713,
349,5069,10504.434,
350,8178,10518.722,
351,25414,10629.917,
352,25531,10651.430,
353,12467,10729.852,
354,12877,10733.283,
355,10817,10831.843,
356,5080,10837.351,
357,6279,10929.312,
358,10526,10937.951,
359,25369,10941.164,
360,8447,10957.128,
361,14710,10993.639,
362,14319,11004.178,
363,11215,11030.273,
364,16494,11050.328,
365,2895,11063.948,
366,7308,11088.012,
367,15063,11096.244,
368,8487,11130.787,
369,25487,11130.835,
370,13229,11203.578,
371,6705,11225.226,
372,12190,11260.813,
373,7605,11298.741,
374,10340,11329.837,
375,6158,11342.519,
376,7258,11344.550,
377,11216,11375.108,
378,10199,11386.329,
379,5123,11396.879,
380,9501,11449.630,
381,10906,11485.248,
382,11095,11495.248,
383,15126,11505.609,
384,8678,11520.306,
385,11163,11534.722,
386,14364,11544.535,
387,10439,11548.348,
388,11807,11563.622,
389,13486,11642.567,
390,13575,11674.238,
391,6727,11739.507,
392,12855,11766.271,
393,11541,11776.296,
394,10375,11798.526,
395,16853,11798.537,
396,10796,11808.005,
397,14250,11823.739,
398,17789,11848.028,
399,9702,11877.802,
400,5765,11895.315,
401,13877,11911.658,
402,14691,11918.390,
403,12380,11936.336,
404,9792,12001.141,
405,11764,12045.654,
406,13678,12050.861,
407,23725,12053.342,
408,7586,12073.629,
409,15954,12101.691,
410,15351,12113.122,
411,11028,12160.892,
412,6064,12199.836,
413,11631,12231.117,
414,15662,12238.241,
415,13055,12244.459,
416,12156,12245.151,
417,11628,12253.014,
418,22447,12271.064,
419,25672,12324.134,
420,9726,12326.251,
421,14362,12341.237,
422,2843,12369.058,
423,25353,12375.112,
424,3501,12408.485,
425,17875,12427.580,
426,16849,12435.411,
427,25600,12465.295,
428,19031,12465.451,
429,18059,12504.375,
430,13949,12545.532,
431,12150,12548.688,
432,7141,12564.190,
433,25206,12569.606,
434,25505,12658.346,
435,17793,12678.778,
436,12829,12680.221,
437,11614,12688.246,
438,5780,12741.057,
439,10569,12758.127,
440,15093,12803.390,
441,13808,12834.228,
442,17163,12957.818,
443,25642,12983.158,
444,16434,13067.060,
445,17471,13129.229,
446,7205,13155.785,
447,8706,13191.356,
448,11928,13211.033,
449,25397,13260.742,
450,13837,13282.968,
451,14308,13346.669,
452,7356,13384.784,
453,14160,13402.808,
454,19605,13411.209,
455,12959,13419.161,
456,25441,13447.586,
457,12878,13488.232,
458,25737,13508.859,
459,8218,13536.453,
460,17832,13545.442,
461,10189,13547.700,
462,17990,13557.121,
463,10866,13565.999,
464,13237,13576.786,
465,15679,13598.538,
466,12077,13602.708,
467,25496,13610.072,
468,12846,13643.224,
469,13406,13677.541,
470,9593,13679.400,
471,11719,13694.060,
472,14677,13715.962,
473,17966,13731.011,
474,11855,13737.500,
475,25562,13752.759,
476,25765,13818.620,
477,4383,13843.183,
478,25714,13876.480,
479,25666,13930.885,
480,13276,13971.504,
481,10818,13984.907,
482,8053,13985.072,
483,15409,13997.210,
484,25342,14036.418,
485,10128,14090.189,
486,16206,14176.059,
487,9956,14191.264,
488,6388,14229.804,
489,15077,14251.922,
490,25457,14277.807,
491,16846,14284.783,
492,12839,14291.720,
493,13593,14307.747,
494,11883,14308.572,
495,19262,14320.042,
496,14553,14351.872,
497,16563,14366.377,
498,10334,14371.427,
499,15243,14389.067,
500,8004,14392.890,
501,25372,14420.149,
502,25315,14420.914,
503,10867,14434.940,
504,13790,14458.208,
505,10122,14458.977,
506,25426,14487.798,
507,11100,14491.882,
508,15338,14509.223,
509,14716,14510.668,
510,3969,14524.012,
511,13423,14530.671,
512,14018,14541.753,
513,15906,14581.856,
514,12137,14595.202,
515,12381,14634.244,
516,16233,14684.178,
517,10350,14692.318,
518,14471,14694.710,
519,11052,14695.259,
520,5055,14716.966,
521,3836,14977.138,
522,9076,14989.198,
523,14996,15018.605,
524,13813,15061.158,
525,11912,15090.694,
526,9968,15129.988,
527,14998,15213.652,
528,11895,15219.877,
529,7368,15220.454,
530,6251,15225.083,
531,25354,15228.861,
532,25631,15259.858,
533,25478,15283.099,
534,10993,15289.983,
535,7609,15323.644,
536,25356,15364.420,
537,14129,15369.563,
538,25262,15395.731,
539,7391,15434.316,
540,13479,15437.722,
541,10371,15485.628,
542,11287,15579.273,
543,15204,15582.476,
544,11582,15583.204,
545,22566,15593.673,
546,10335,15625.346,
547,11584,15714.224,
548,25403,15728.372,
549,9012,15763.521,
550,23782,15765.734,
551,15178,15798.582,
552,15534,15826.214,
553,25746,15829.223,
554,12891,15870.677,
555,11345,15923.852,
556,13826,15949.537,
557,3030,15953.150,
558,10407,16068.663,
559,13092,16111.396,
560,25361,16123.338,
561,8614,16138.998,
562,10506,16151.960,
563,4443,16171.704,
564,25715,16183.391,
565,9511,16236.431,
566,23703,16284.810,
567,12158,16287.933,
568,13922,16378.618,
569,12237,16406.883,
570,13133,16456.286,
571,13009,16490.688,
572,8730,16506.698,
573,4412,16543.756,
574,11039,16638.005,
575,11123,16646.820,
576,8334,16693.056,
577,11417,16714.688,
578,11007,16733.187,
579,13360,16749.201,
580,9410,16785.969,
581,10094,16794.720,
582,4464,16848.161,
583,13404,16897.896,
584,18926,16900.434,
585,25628,16960.185,
586,25310,16968.012,
587,13199,16985.510,
588,14313,17011.899,
589,7164,17025.239,
590,25294,17026.054,
591,13995,17079.352,
592,25507,17084.971,
593,25263,17091.647,
594,17213,17136.409,
595,25377,17148.058,
596,18656,17207.500,
597,10695,17241.322,
598,10914,17250.375,
599,19969,17250.661,
600,6066,17333.477,
601,10109,17335.983,
602,10688,17371.634,
603,8693,17390.409,
604,15887,17430.155,
605,13364,17463.004,
606,11355,17492.073,
607,6135,17510.972,
608,7011,17555.063,
609,12533,17557.798,
610,25334,17564.813,
611,12181,17597.768,
612,12889,17608.004,
613,6412,17632.398,
614,17870,17650.347,
615,20054,17671.543,
616,5460,17687.062,
617,9210,17725.427,
618,10755,17736.673,
619,10361,17770.652,
620,25097,17779.499,
621,23189,17787.607,
622,5887,17791.207,
623,21150,17797.197,
624,11182,17800.762,
625,14809,17822.254,
626,12511,17862.470,
627,25552,17868.203,
628,25134,17875.030,
629,25688,17893.567,
630,11968,17929.673,
631,10754,18034.822,
632,17322,18055.645,
633,6697,18064.959,
634,3487,18067.926,
635,25741,18073.969,
636,17168,18081.196,
637,16435,18086.733,
638,5529,18087.132,
639,25396,18108.520,
640,10548,18117.498,
641,13540,18220.008,
642,25446,18242.576,
643,18881,18276.047,
644,23340,18279.827,
645,5114,18336.624,
646,12305,18355.526,
647,13321,18413.244,
648,25523,18437.141,
649,11696,18454.886,
650,16740,18471.144,
651,19673,18476.850,
652,7255,18478.327,
653,13210,18557.603,
654,15828,18575.791,
655,9814,18624.136,
656,14610,18638.473,
657,10031,18640.628,
658,7034,18668.425,
659,11796,18669.968,
660,25559,18674.492,
661,6409,18697.661,
662,12269,18707.801,
663,16510,18850.670,
664,25519,18854.200,
665,25648,18894.682,
666,11804,18920.784,
667,12526,18964.581,
668,9594,18971.743,
669,10137,18992.445,
670,18767,19009.210,
671,25388,19025.582,
672,10501,19080.666,
673,9822,19209.699,
674,19224,19219.902,
675,15563,19247.070,
676,10705,19273.408,
677,12760,19311.136,
678,7502,19393.698,
679,25526,19400.220,
680,11949,19406.857,
681,4883,19437.099,
682,11518,19441.883,
683,9182,19447.229,
684,3955,19449.414,
685,25492,19449.489,
686,7674,19466.254,
687,12735,19491.480,
688,11063,19501.120,
689,13902,19508.492,
690,14790,19542.860,
691,10563,19576.851,
692,10893,19593.797,
693,25375,19626.355,
694,25392,19698.478,
695,25437,19741.889,
696,10532,19769.356,
697,16171,19799.660,
698,14972,19875.627,
699,25658,19891.128,
700,14063,19913.150,
701,15217,19942.357,
702,25398,20009.289,
703,8507,20058.355,
704,10861,20060.429,
705,12019,20065.509,
706,14839,20075.802,
707,25499,20114.502,
708,12646,20138.081,
709,16373,20147.616,
710,22838,20151.335,
711,21454,20184.009,
712,11364,20217.695,
713,25651,20297.748,
714,12280,20317.183,
715,25689,20336.246,
716,25433,20338.594,
717,13114,20339.733,
718,12530,20355.572,
719,17536,20366.466,
720,25564,20374.535,
721,13805,20377.216,
722,6518,20468.716,
723,10644,20519.330,
724,6607,20543.301,
725,10555,20627.626,
726,25345,20844.832,
727,25553,20876.069,
728,10678,20884.862,
729,10091,20886.012,
730,9202,20925.539,
731,25579,20943.342,
732,12462,20972.858,
733,19571,21042.237,
734,23895,21047.844,
735,10187,21072.492,
736,13899,21100.695,
737,4722,21119.644,
738,12402,21122.323,
739,12711,21134.297,
740,11198,21145.649,
741,15728,21176.703,
742,17697,21231.304,
743,15396,21242.509,
744,5053,21275.636,
745,9409,21285.156,
746,25435,21366.466,
747,5365,21413.497,
748,13509,21435.862,
749,25570,21452.848,
750,12142,21463.421,
751,25494,21474.355,
752,8277,21572.712,
753,25745,21587.210,
754,6373,21607.448,
755,15092,21731.567,
756,25269,21761.582,
757,17970,21783.483,
758,5957,21798.411,
759,11798,21804.228,
760,19186,21816.802,
761,16410,21856.349,
762,25400,21883.843,
763,11325,21923.801,
764,11236,21930.174,
765,18294,21952.484,
766,10646,22026.027,
767,16606,22042.168,
768,25644,22075.717,
769,10803,22079.341,
770,8147,22180.628,
771,6294,22206.912,
772,12575,22214.570,
773,10549,22219.398,
774,12545,22241.809,
775,13465,22264.307,
776,14199,22267.047,
777,3609,22403.154,
778,10173,22471.504,
779,16751,22488.832,
780,13614,22492.331,
781,25246,22542.301,
782,10001,22561.618,
783,18038,22596.924,
784,18706,22616.833,
785,11769,22625.777,
786,25780,22676.180,
787,14342,22786.062,
788,5076,22793.884,
789,9414,22816.321,
790,7226,22829.868,
791,25771,22901.250,
792,9997,22921.124,
793,13352,22980.334,
794,25329,23036.203,
795,11038,23045.255,
796,17297,23088.954,
797,11911,23103.963,
798,25718,23180.176,
799,17162,23200.021,
800,8060,23248.121,
801,25593,23257.429,
802,25617,23267.359,
803,10073,23292.115,
804,7399,23482.923,
805,11726,23501.757,
806,15326,23506.261,
807,8078,23527.918,
808,9972,23539.770,
809,8805,23562.248,
810,25367,23584.200,
811,25750,23601.213,
812,7306,23612.085,
813,25690,23617.939,
814,8198,23651.417,
815,25471,23675.166,
816,11112,23682.614,
817,25604,23724.448,
818,4886,23725.698,
819,10119,23763.927,
820,19490,23798.131,
821,12805,23844.839,
822,17987,23858.500,
823,16177,23889.012,
824,9117,23937.143,
825,14468,24047.850,
826,14549,24066.997,
827,10606,24068.053,
828,25144,24087.590,
829,8812,24112.567,
830,25464,24169.629,
831,3752,24227.673,
832,8953,24243.923,
833,25335,24264.823,
834,11638,24281.918,
835,11069,24317.806,
836,10446,24332.579,
837,25702,24362.359,
838,10829,24367.054,
839,16858,24384.803,
840,17331,24482.253,
841,11474,24493.827,
842,6765,24526.865,
843,7802,24556.247,
844,14719,24609.698,
845,23616,24663.258,
846,15192,24718.178,
847,23626,24731.563,
848,25683,24742.225,
849,12909,24777.740,
850,18664,24817.629,
851,9421,24875.273,
852,25680,24876.297,
853,12689,24878.282,
854,9862,24906.209,
855,12940,24977.256,
856,11542,25144.200,
857,15888,25182.656,
858,25370,25198.591,
859,14706,25201.493,
860,17125,25229.617,
861,25395,25287.304,
862,12245,25303.724,
863,13541,25336.880,
864,25582,25402.328,
865,20270,25403.647,
866,12243,25448.176,
867,10618,25457.899,
868,12951,25471.052,
869,14770,25475.457,
870,13546,25496.667,
871,4618,25520.034,
872,9651,25564.071,
873,5244,25569.287,
874,12457,25571.591,
875,10543,25628.898,
876,25766,25655.969,
877,25748,25663.684,
878,6289,25732.001,
879,13615,25736.325,
880,25481,25753.638,
881,12346,25761.842,
882,19677,25770.097,
883,25488,25770.361,
884,25366,25816.082,
885,12975,25880.895,
886,14409,25912.591,
887,15973,25917.405,
888,11787,25933.727,
889,9920,25945.598,
890,25632,25970.398,
891,18457,25998.922,
892,11830,26014.383,
893,7393,26022.442,
894,25278,26074.698,
895,10682,26080.918,
896,25379,26094.516,
897,25476,26112.999,
898,9398,26120.581,
899,12950,26144.338,
900,25434,26168.284,
901,12232,26306.010,
902,14066,26315.807,
903,14315,26422.604,
904,11778,26452.665,
905,14222,26461.650,
906,5888,26485.017,
907,25355,26517.433,
908,15776,26555.659,
909,8793,26557.067,
910,8569,26583.175,
911,10916,26602.400,
912,7107,26668.061,
913,9553,26677.501,
914,6618,26722.406,
915,10742,26748.561,
916,13250,26760.724,
917,25759,26789.068,
918,12431,26816.226,
919,25412,26847.935,
920,10412,26883.671,
921,10664,26913.811,
922,25541,26964.833,
923,12054,26992.540,
924,22951,27057.982,
925,14194,27087.086,
926,6917,27097.433,
927,7392,27113.709,
928,25305,27137.970,
929,25336,27174.877,
930,5543,27177.522,
931,13307,27187.314,
932,19434,27225.850,
933,10738,27231.258,
934,14381,27235.227,
935,11235,27256.934,
936,18604,27356.543,
937,15889,27377.735,
938,25641,27446.263,
939,10406,27495.956,
940,4690,27504.273,
941,12915,27553.026,
942,25261,27571.436,
943,13925,27617.424,
944,6383,27655.857,
945,14132,27667.437,
946,10872,27670.863,
947,14464,27763.094,
948,10833,27767.342,
949,9844,27862.436,
950,13839,27917.515,
951,25736,27953.583,
952,12293,28063.039,
953,11703,28158.784,
954,9157,28204.498,
955,13912,28217.247,
956,9669,28261.037,
957,25518,28261.429,
958,11753,28282.964,
959,4676,28299.948,
960,25712,28331.232,
961,10088,28362.474,
962,7175,28387.069,
963,4745,28435.462,
964,13093,28514.374,
965,24380,28517.585,
966,15678,28525.043,
967,12370,28525.752,
968,15046,28586.126,
969,9752,28609.203,
970,25530,28678.310,
971,25385,28685.316,
972,25577,28687.145,
973,12125,28735.765,
974,19920,28802.998,
975,10243,28813.073,
976,25251,28827.766,
977,17190,28831.981,
978,12473,28913.843,
979,12343,28924.005,
980,10848,28943.003,
981,10274,28945.866,
982,10319,29006.981,
983,15078,29011.063,
984,24675,29027.988,
985,10808,29059.072,
986,18997,29097.131,
987,7520,29178.843,
988,25673,29194.053,
989,25447,29232.016,
990,10990,29236.716,
991,25654,29251.723,
992,11479,29254.643,
993,12384,29273.460,
994,12661,29288.145,
995,13063,29372.891,
996,25676,29373.822,
997,10225,29386.782,
998,11087,29403.187,
999,25365,29487.380,
