query_order,qid,arrival_time_s,round
121,25320,1662.491,1
122,25715,1707.167,1
123,19186,1708.502,1
124,6836,1712.781,1
125,26112,1725.030,1
126,14738,1733.103,1
127,26813,1746.702,1
128,26210,1761.154,1
129,15832,1783.575,1
130,16495,1790.755,1
131,17875,1826.627,1
132,25315,1831.920,1
133,25871,1845.240,1
134,26382,1853.641,1
135,14674,1866.253,1
136,26439,1867.185,1
137,11063,1915.509,1
138,26783,1917.077,1
139,26067,1938.655,1
140,9000,1953.388,1
141,26025,1957.999,1
142,14075,1959.270,1
143,15906,1963.383,1
144,26720,1975.428,1
145,26673,1977.981,1
146,18656,1985.858,1
147,10322,2003.395,1
148,6373,2012.916,1
149,25783,2013.414,1
150,14203,2018.511,1
151,11964,2023.495,1
152,26660,2052.945,1
153,26486,2054.053,1
154,5794,2058.040,1
155,12102,2062.649,1
156,26425,2086.148,1
157,18038,2099.515,1
158,11512,2123.952,1
159,26283,2127.258,1
160,15092,2129.087,1
161,26741,2132.907,1
162,26805,2135.327,1
163,17817,2139.958,1
164,9876,2142.259,1
165,25585,2143.182,1
166,25305,2166.780,1
167,6531,2180.340,1
168,25445,2206.419,1
169,11482,2244.531,1
170,10319,2253.205,1
171,12950,2262.692,1
172,13216,2268.130,1
173,9614,2275.855,1
174,13132,2280.622,1
175,25409,2292.269,1
176,15077,2300.907,1
177,26263,2314.577,1
178,26368,2347.608,1
179,7587,2367.502,1
180,26608,2381.386,1
181,26243,2381.779,1
182,11769,2385.679,1
183,10601,2402.506,1
184,25470,2432.053,1
185,26040,2445.322,1
186,6388,2445.636,1
187,25714,2467.344,1
188,10087,2493.184,1
189,20054,2506.064,1
190,13012,2527.666,1
191,25324,2530.555,1
192,25384,2541.532,1
193,11778,2550.289,1
194,18011,2555.178,1
195,7073,2642.045,1
196,13458,2650.633,1
197,8309,2675.883,1
198,17856,2728.016,1
199,15078,2737.539,1
200,25804,2745.412,1
201,5114,2751.220,1
202,11439,2752.878,1
203,26520,2755.508,1
204,12849,2763.464,1
205,12982,2773.726,1
206,7565,2790.022,1
207,13640,2797.696,1
208,26637,2819.134,1
209,26749,2819.695,1
210,12381,2821.078,1
211,25968,2825.441,1
212,26614,2827.289,1
213,9421,2849.501,1
214,26373,2879.529,1
215,12518,2905.667,1
216,26668,2905.684,1
217,25648,2936.215,1
218,9547,2945.513,1
219,26165,2946.348,1
220,25937,2957.309,1
221,3609,2971.927,1
222,26353,2982.279,1
223,26201,2991.031,1
224,11598,2991.826,1
225,23470,2996.487,1
226,15015,2998.593,1
227,10538,3003.689,1
228,14451,3035.599,1
229,26712,3045.544,1
230,25712,3045.984,1
231,25464,3060.899,1
232,25752,3084.989,1
233,10109,3103.546,1
234,18457,3109.128,1
235,4399,3109.334,1
236,25279,3117.198,1
237,16494,3121.015,1
238,10653,3148.637,1
239,10506,3150.443,1
240,7559,3194.522,1
241,4601,3210.172,1
242,4693,3212.680,1
243,14569,3253.148,1
244,23711,3258.325,1
245,7488,3276.658,1
246,17922,3284.712,1
247,26426,3294.593,1
248,25834,3304.180,1
249,25545,3313.333,1
250,7609,3315.677,1
251,25831,3318.849,1
252,8925,3332.570,1
253,26818,3353.144,1
254,11028,3355.345,1
255,17970,3356.431,1
256,5216,3378.651,1
257,10543,3407.556,1
258,26382,3413.786,2
259,26276,3437.033,2
260,10601,3441.696,2
261,15906,3441.735,2
262,7857,3461.157,2
263,13012,3488.411,2
264,11844,3501.421,2
265,17922,3517.600,2
266,26040,3547.666,2
267,25831,3556.540,2
268,11334,3566.475,2
269,25834,3572.537,2
270,13132,3594.124,2
271,20054,3601.227,2
272,26439,3641.740,2
273,8309,3672.297,2
274,4693,3731.570,2
275,15150,3735.663,2
276,25714,3742.906,2
277,26718,3771.976,2
278,15010,3779.911,2
279,26720,3785.655,2
280,7787,3795.263,2
281,9990,3831.965,2
282,26479,3839.165,2
283,26022,3906.035,2
284,9057,3929.616,2
285,18457,3945.451,2
286,4601,3947.926,2
287,26373,3998.137,2
288,26614,4000.161,2
289,25315,4050.599,2
290,7565,4056.651,2
291,10229,4058.238,2
292,25435,4086.206,2
293,14738,4087.782,2
294,9953,4123.975,2
295,9614,4124.207,2
296,7436,4126.542,2
297,23711,4157.253,2
298,11769,4209.830,2
299,11482,4210.997,2
300,17168,4233.813,2
301,25384,4238.432,2
302,10319,4253.075,2
303,25631,4260.674,2
304,25425,4261.930,2
305,26112,4267.905,2
306,26660,4284.735,2
307,26522,4296.176,2
308,15243,4342.408,2
309,26210,4357.193,2
310,26787,4389.957,2
311,26256,4399.997,2
312,13805,4411.678,2
313,25320,4426.092,2
314,7488,4430.105,2
315,18011,4447.405,2
316,25397,4452.487,2
317,10109,4456.358,2
318,10653,4457.779,2
319,10543,4515.262,2
320,26810,4536.692,2
321,25871,4554.947,2
322,26025,4556.536,2
323,12050,4559.265,2
324,25968,4564.604,2
325,25783,4565.045,2
326,25498,4570.926,2
327,4291,4571.793,2
328,25882,4578.451,2
329,15049,4586.901,2
330,4741,4591.101,2
331,26005,4599.067,2
332,26783,4616.243,2
333,26456,4619.221,2
334,13458,4622.108,2
335,26805,4636.213,2
336,15832,4643.445,2
337,25344,4660.684,2
338,25629,4671.011,2
339,12849,4684.137,2
340,6373,4688.100,2
341,26658,4703.338,2
342,26067,4712.569,2
343,4383,4729.056,2
344,26496,4763.432,2
345,17817,4772.821,2
346,15697,4777.909,2
347,5114,4789.773,2
348,4399,4790.924,2
349,8569,4834.495,2
350,25545,4900.409,2
351,11082,4905.741,2
352,14674,4954.805,2
353,11968,4972.388,2
354,12518,4981.543,2
355,14051,4986.938,2
356,9876,5097.570,2
357,12982,5126.364,2
358,7609,5128.056,2
359,11810,5135.260,2
360,9000,5141.930,2
361,8812,5147.192,2
362,26414,5165.215,2
363,26508,5165.548,2
364,13237,5192.131,2
365,14904,5199.689,2
366,25577,5199.811,2
367,25279,5229.855,2
368,17034,5252.452,2
369,26749,5306.970,2
370,12305,5343.192,2
371,25977,5363.700,2
372,11555,5390.532,2
373,26240,5425.517,2
374,12343,5447.942,2
375,3609,5451.864,2
376,17332,5476.152,2
377,12102,5479.859,2
378,26294,5483.023,2
379,11822,5487.350,2
380,9173,5508.483,2
381,12950,5530.364,2
382,11512,5547.496,2
383,14438,5549.702,2
384,10538,5551.235,2
385,25585,5566.047,2
386,11614,5566.650,2
387,13216,5589.961,2
388,11028,5590.470,2
389,25469,5597.278,2
390,12889,5599.392,2
391,19186,5635.449,2
392,25409,5641.383,2
393,16494,5649.438,2
394,26201,5652.800,2
395,26517,5675.963,2
396,25937,5707.331,2
397,26425,5714.163,2
398,25305,5724.614,2
399,3924,5729.387,2
400,6531,5732.083,2
401,23470,5768.893,2
402,15078,5812.179,2
403,11800,5863.524,2
404,8793,5868.770,2
405,14075,5899.419,2
406,26027,5923.882,2
407,10948,5933.358,2
408,25259,5934.532,2
409,10260,5955.578,2
410,11399,5959.413,2
411,25746,5976.333,2
412,17182,5993.165,2
413,18604,6000.762,2
414,25712,6028.800,2
415,14451,6041.023,2
416,26741,6042.443,2
417,25324,6049.970,2
418,5069,6054.577,2
419,25934,6056.556,2
420,25788,6063.453,2
421,26426,6084.188,2
422,18656,6088.749,2
423,8198,6095.944,2
424,26673,6111.208,2
425,26245,6118.174,2
426,25478,6135.025,2
427,24675,6144.590,2
428,6388,6159.086,2
429,10073,6202.102,2
430,7073,6208.064,2
431,16495,6222.191,2
432,26813,6237.838,2
433,9547,6252.973,2
434,17471,6262.335,2
435,16115,6280.448,2
436,15326,6296.163,2
437,22624,6298.024,2
438,26353,6298.720,2
439,26668,6299.289,2
440,11964,6381.841,2
441,26144,6383.692,2
442,26283,6387.707,2
443,22566,6399.275,2
444,5794,6406.656,2
445,10506,6413.611,2
446,11778,6458.362,2
447,26520,6476.247,2
448,9421,6487.901,2
449,26214,6501.178,2
450,25752,6520.630,2
451,25470,6553.127,2
452,18038,6569.086,2
453,25824,6595.995,2
454,25648,6610.338,2
455,26486,6652.305,2
456,11729,6657.227,2
457,15077,6674.808,2
458,11439,6678.483,2
459,14018,6687.306,2
460,2895,6691.346,2
461,13640,6698.104,2
462,26243,6757.496,2
463,26710,6764.364,2
464,14203,6799.159,2
465,10322,6814.686,2
466,15348,6815.623,2
467,15474,6820.465,2
468,14319,6872.193,2
469,9618,6916.835,2
470,10795,6942.910,2
471,25885,6944.353,2
472,7559,6947.928,2
473,3955,6963.232,2
474,26263,7016.387,2
475,17875,7017.166,2
476,25464,7023.252,2
477,5216,7090.657,2
478,26712,7113.853,2
479,17970,7117.298,2
480,26321,7143.861,2
481,26637,7155.980,2
482,26165,7169.222,2
483,15014,7194.376,2
484,6836,7198.355,2
485,26368,7220.688,2
486,26608,7244.001,2
487,15092,7257.595,2
488,11598,7262.466,2
489,10001,7324.520,2
490,14569,7390.283,2
491,8925,7401.938,2
492,15015,7425.969,2
493,17856,7427.716,2
494,10075,7457.914,2
495,10087,7460.035,2
496,11063,7466.688,2
497,7660,7489.986,2
498,26818,7503.318,2
499,26115,7503.556,2
500,12381,7508.182,2
501,26752,7510.215,2
502,14308,7518.411,2
503,6107,7520.221,2
504,7587,7521.206,2
505,25445,7530.126,2
506,25467,7536.869,2
507,25527,7550.377,2
508,5765,7559.400,2
509,25804,7563.156,2
510,26327,7577.478,2
511,15149,7596.966,2
512,14342,7632.878,2
513,26281,7649.012,2
514,25715,7654.397,2
515,26324,7669.862,2
516,11822,7670.337,3
517,11555,7768.765,3
518,4291,7796.954,3
519,5794,7805.288,3
520,15474,7807.001,3
521,26783,7825.694,3
522,15326,7834.487,3
523,26508,7868.916,3
524,25937,7874.748,3
525,15150,7877.156,3
526,26787,7879.180,3
527,25885,7893.865,3
528,25435,7907.070,3
529,25712,7925.750,3
530,15010,7932.943,3
531,26022,7946.590,3
532,26439,7951.831,3
533,7488,7962.395,3
534,11439,7970.832,3
535,26368,7994.465,3
536,26425,7996.288,3
537,17922,8012.238,3
538,26321,8043.758,3
539,11082,8055.780,3
540,26660,8085.872,3
541,23711,8094.306,3
542,25629,8127.157,3
543,25464,8135.169,3
544,6107,8161.522,3
545,26243,8169.153,3
546,26517,8188.771,3
547,10073,8194.393,3
548,12518,8200.014,3
549,25968,8204.427,3
550,25824,8250.481,3
551,26496,8267.896,3
552,26522,8277.541,3
553,26025,8278.975,3
554,5765,8280.314,3
555,7073,8288.795,3
556,7565,8309.268,3
557,6373,8316.262,3
558,17471,8318.353,3
559,25397,8319.281,3
560,26067,8366.349,3
561,25445,8378.721,3
562,15697,8395.351,3
563,9614,8403.287,3
564,4383,8434.312,3
565,25714,8476.798,3
566,13012,8485.045,3
567,26479,8522.172,3
568,26710,8522.964,3
569,7587,8528.051,3
570,25279,8533.670,3
571,25788,8535.311,3
572,9421,8545.932,3
573,13237,8548.454,3
574,10601,8558.326,3
575,14075,8586.513,3
576,26210,8592.977,3
577,26245,8605.165,3
578,10001,8606.996,3
579,10229,8611.893,3
580,25631,8615.739,3
581,26281,8624.148,3
582,3955,8636.495,3
583,11598,8658.374,3
584,26813,8672.956,3
585,26005,8689.814,3
586,25577,8702.018,3
587,15078,8716.103,3
588,7787,8732.190,3
589,26614,8749.927,3
590,11482,8750.367,3
591,12381,8755.155,3
592,26637,8776.713,3
593,9173,8814.890,3
594,18457,8821.376,3
595,25934,8824.378,3
596,10948,8826.697,3
597,26668,8842.763,3
598,26027,8843.845,3
599,3924,8864.107,3
600,11769,8917.639,3
601,14051,8919.083,3
602,12889,8930.423,3
603,7609,8937.502,3
604,4601,8946.569,3
605,13216,8949.138,3
606,10653,8954.740,3
607,14342,8960.622,3
608,15348,9003.179,3
609,10260,9016.783,3
610,25871,9049.010,3
611,4693,9051.547,3
612,19186,9072.610,3
613,12950,9073.375,3
614,23470,9074.652,3
615,26805,9083.433,3
616,25259,9091.708,3
617,26718,9105.720,3
618,26818,9113.741,3
619,26382,9117.383,3
620,5069,9128.156,3
621,11512,9134.506,3
622,18038,9136.269,3
623,9618,9153.278,3
624,17817,9166.767,3
625,15906,9177.994,3
626,9000,9183.526,3
627,12982,9187.263,3
628,4741,9249.714,3
629,18604,9250.559,3
630,16115,9253.990,3
631,8198,9297.585,3
632,26327,9319.458,3
633,22624,9341.127,3
634,11399,9346.253,3
635,14018,9348.170,3
636,24675,9358.489,3
637,8925,9366.938,3
638,17332,9369.013,3
639,26115,9380.421,3
640,17875,9384.343,3
641,13458,9396.615,3
642,8793,9413.156,3
643,15049,9419.714,3
644,26810,9427.304,3
645,9547,9447.628,3
646,15015,9456.224,3
647,14674,9465.460,3
648,26276,9466.676,3
649,25746,9472.309,3
650,11968,9480.722,3
651,26201,9488.495,3
652,8812,9503.826,3
653,26112,9508.953,3
654,26294,9516.742,3
655,11063,9567.551,3
656,5216,9570.380,3
657,15092,9614.617,3
658,17168,9623.862,3
659,9990,9641.411,3
660,10538,9648.149,3
661,14569,9656.758,3
662,7660,9658.437,3
663,3609,9667.019,3
664,25425,9674.692,3
665,25384,9675.921,3
666,14203,9706.585,3
667,15832,9727.130,3
668,26712,9730.887,3
669,26144,9753.539,3
670,26673,9754.731,3
671,14438,9769.776,3
672,15077,9781.120,3
673,6531,9784.354,3
674,25315,9806.810,3
675,26214,9813.298,3
676,11028,9860.929,3
677,26658,9876.482,3
678,4399,9878.879,3
679,9057,9880.506,3
680,26426,9884.942,3
681,10543,9887.800,3
682,26263,9890.288,3
683,10795,9911.642,3
684,7559,9912.817,3
685,12343,9958.146,3
686,25324,9972.977,3
687,25409,9982.330,3
688,26324,9994.773,3
689,17034,10007.766,3
690,11614,10024.911,3
691,7436,10056.973,3
692,25469,10072.423,3
693,9876,10137.034,3
694,15243,10142.890,3
695,26720,10195.983,3
696,10322,10201.683,3
697,25527,10210.374,3
698,25752,10219.867,3
699,15014,10234.837,3
700,15149,10258.706,3
701,12050,10272.132,3
702,25467,10278.638,3
703,26741,10279.795,3
704,22566,10289.086,3
705,26414,10289.661,3
706,10319,10296.561,3
707,11729,10301.637,3
708,25977,10317.158,3
709,26608,10373.984,3
710,17970,10375.403,3
711,26240,10388.927,3
712,11810,10396.207,3
713,18656,10409.231,3
714,25320,10455.493,3
715,9953,10475.637,3
716,25882,10476.266,3
717,25545,10512.227,3
718,13640,10524.945,3
719,26256,10528.073,3
720,14451,10542.006,3
721,10087,10552.445,3
722,8569,10599.897,3
723,18011,10608.879,3
724,11778,10633.866,3
725,25648,10661.111,3
726,14308,10721.697,3
727,12102,10723.018,3
728,14319,10738.601,3
729,26373,10739.200,3
730,11844,10757.645,3
731,16494,10828.280,3
732,11800,10839.417,3
733,26486,10853.534,3
734,8309,10860.320,3
735,26283,10897.824,3
736,25470,10905.175,3
737,26752,10927.514,3
738,25344,10944.554,3
739,12305,10945.361,3
740,25478,10960.310,3
741,6388,10966.422,3
742,14738,10972.422,3
743,13132,10984.668,3
744,10109,10991.998,3
745,25498,10996.353,3
746,25831,11024.967,3
747,25834,11075.003,3
748,25783,11088.849,3
749,25585,11091.293,3
750,17856,11092.568,3
751,26165,11108.911,3
752,26520,11146.199,3
753,17182,11151.770,3
754,2895,11167.779,3
755,26749,11184.055,3
756,25715,11186.126,3
757,5114,11204.634,3
758,11334,11205.962,3
759,10075,11218.240,3
760,20054,11233.711,3
761,26456,11239.684,3
762,13805,11241.735,3
763,7857,11259.937,3
764,16495,11304.030,3
765,25305,11392.011,3
766,14904,11428.543,3
767,11964,11430.015,3
768,26040,11446.666,3
769,25804,11457.320,3
770,12849,11457.596,3
771,26353,11463.137,3
772,10506,11508.428,3
773,6836,11514.700,3
