qid,start,finish,runtime,status
11063,5963.5,6037.4,73.96,ok
10075,5942.7,6045.3,102.66,ok
11598,5872.2,6052.6,180.35,ok
10087,5949.7,6061.7,112.02,ok
26752,6016.5,6072.0,55.43,ok
14308,6033.5,6079.7,46.18,ok
7587,6045.3,6098.6,53.27,ok
12381,6008.4,6121.1,112.76,ok
25527,6072.0,6156.0,84.02,ok
5765,6079.7,6162.8,83.08,ok
25804,6098.6,6178.4,79.84,ok
25467,6061.7,6179.2,117.47,ok
26327,6121.1,6193.2,72.09,ok
6107,6037.4,6222.3,184.91,ok
25445,6052.6,6235.2,182.62,ok
15149,6156.0,6247.3,91.33,ok
14342,6162.8,6247.6,84.8,ok
25715,6179.2,6255.9,76.65,ok
26324,6193.2,6263.8,70.6,ok
4291,6247.3,6275.6,28.3,ok
26281,6178.4,6311.2,132.79,ok
11822,6222.3,6319.0,96.67,ok
26783,6263.8,6321.5,57.67,ok
15474,6255.9,6334.1,78.11,ok
11555,6235.2,6356.3,121.04,ok
15326,6275.6,6357.4,81.78,ok
25937,6319.0,6359.0,39.98,ok
5794,6247.6,6377.4,129.85,ok
26115,5996.6,6392.5,395.88,ok
25885,6356.3,6406.6,50.3,ok
25712,6359.0,6412.6,53.65,ok
15150,6321.5,6433.7,112.2,ok
26508,6311.2,6452.9,141.62,ok
26022,6392.5,6465.9,73.42,ok
26439,6406.6,6476.8,70.19,ok
15010,6377.4,6488.1,110.67,ok
11439,6433.7,6507.4,73.74,ok
26787,6334.1,6511.7,177.6,ok
26368,6452.9,6515.8,62.95,ok
25435,6357.4,6529.5,172.11,ok
26425,6465.9,6543.1,77.15,ok
7488,6412.6,6553.2,140.55,ok
26321,6488.1,6566.5,78.41,ok
26660,6511.7,6577.2,65.52,ok
11082,6507.4,6598.2,90.71,ok
25464,6543.1,6629.0,85.94,ok
25629,6529.5,6630.2,100.7,ok
26243,6566.5,6638.3,71.76,ok
26517,6577.2,6641.4,64.22,ok
17922,6476.8,6653.7,176.88,ok
10073,6598.2,6666.6,68.43,ok
25968,6630.2,6676.6,46.41,ok
25824,6638.3,6689.7,51.44,ok
26496,6641.4,6697.9,56.48,ok
23711,6515.8,6735.7,219.88,ok
6107,6553.2,6751.9,198.69,ok
5765,6676.6,6758.8,82.22,ok
12518,6629.0,6776.3,147.23,ok
7073,6689.7,6812.4,122.72,ok
26025,6666.6,6821.6,155.04,ok
6373,6735.7,6826.0,90.3,ok
7565,6697.9,6843.8,145.84,ok
26067,6776.3,6864.7,88.4,ok
17471,6751.9,6910.0,158.1,ok
26522,6653.7,6932.3,278.65,ok
9614,6826.0,6946.6,120.58,ok
4383,6843.8,6955.6,111.89,ok
15697,6821.6,6989.1,167.42,ok
25714,6864.7,6993.7,129.05,ok
26479,6932.3,7005.9,73.58,ok
25445,6812.4,7020.0,207.61,ok
7587,6955.6,7031.2,75.51,ok
13012,6910.0,7085.2,175.17,ok
25788,6993.7,7092.1,98.34,ok
26710,6946.6,7105.0,158.43,ok
25279,6989.1,7110.4,121.39,ok
10601,7031.2,7119.0,87.79,ok
14075,7085.2,7121.1,35.9,ok
25397,6758.8,7127.4,368.51,ok
13237,7020.0,7148.4,128.36,ok
26210,7092.1,7164.3,72.19,ok
26245,7105.0,7172.1,67.07,ok
10001,7110.4,7180.9,70.49,ok
9421,7005.9,7194.2,188.26,ok
10229,7119.0,7206.9,87.9,ok
26813,7172.1,7234.5,62.37,ok
26281,7127.4,7259.1,131.76,ok
25631,7121.1,7274.4,153.33,ok
3955,7148.4,7278.3,129.9,ok
11598,7164.3,7286.0,121.79,ok
26005,7180.9,7291.0,110.11,ok
15078,7206.9,7296.1,89.29,ok
25577,7194.2,7304.8,110.68,ok
26614,7259.1,7308.7,49.55,ok
7787,7234.5,7312.7,78.27,ok
11482,7274.4,7319.2,44.78,ok
26637,7286.0,7332.6,46.51,ok
18457,7296.1,7344.7,48.61,ok
25934,7304.8,7358.4,53.56,ok
12381,7278.3,7365.8,87.53,ok
10948,7308.7,7375.2,66.55,ok
3924,7332.6,7395.0,62.41,ok
26668,7312.7,7396.3,83.6,ok
11769,7344.7,7403.7,58.99,ok
14051,7358.4,7407.7,49.29,ok
26027,7319.2,7424.8,105.63,ok
12889,7365.8,7454.4,88.61,ok
9173,7291.0,7465.0,173.95,ok
4601,7395.0,7486.3,91.29,ok
10653,7403.7,7495.0,91.25,ok
7609,7375.2,7518.6,143.32,ok
14342,7407.7,7518.8,111.1,ok
25871,7465.0,7539.3,74.29,ok
4693,7486.3,7562.4,76.12,ok
15348,7424.8,7577.1,152.32,ok
13216,7396.3,7591.1,194.79,ok
12950,7518.6,7600.4,81.83,ok
26805,7539.3,7609.5,70.23,ok
19186,7495.0,7619.8,124.82,ok
10260,7454.4,7631.8,177.36,ok
26818,7591.1,7635.8,44.7,ok
26382,7600.4,7637.9,37.51,ok
26718,7577.1,7644.2,67.11,ok
23470,7518.8,7647.5,128.68,ok
5069,7609.5,7662.3,52.8,ok
11512,7619.8,7666.7,46.87,ok
18038,7631.8,7672.8,41.04,ok
17817,7637.9,7674.9,36.97,ok
9618,7635.8,7675.5,39.62,ok
12982,7662.3,7685.7,23.41,ok
9000,7647.5,7708.3,60.84,ok
4741,7666.7,7714.6,47.86,ok
25259,7562.4,7721.0,158.63,ok
15906,7644.2,7726.8,82.59,ok
26327,7685.7,7738.9,53.2,ok
8198,7675.5,7748.2,72.68,ok
14018,7721.0,7749.2,28.22,ok
18604,7672.8,7770.3,97.47,ok
16115,7674.9,7773.7,98.87,ok
22624,7708.3,7774.9,66.59,ok
24675,7726.8,7798.0,71.21,ok
8925,7738.9,7798.9,59.96,ok
13458,7773.7,7827.4,53.69,ok
11399,7714.6,7833.4,118.88,ok
8793,7774.9,7846.5,71.61,ok
17332,7748.2,7854.3,106.2,ok
26810,7798.9,7864.4,65.52,ok
17875,7770.3,7873.6,103.26,ok
15015,7833.4,7895.4,61.95,ok
14674,7846.5,7909.3,62.78,ok
26276,7854.3,7917.3,62.97,ok
25746,7864.4,7934.6,70.16,ok
15049,7798.0,7944.9,146.88,ok
9547,7827.4,7953.5,126.08,ok
8812,7909.3,7977.9,68.57,ok
26112,7917.3,7998.4,81.11,ok
26201,7895.4,8009.8,114.45,ok
26294,7934.6,8029.6,95.07,ok
11063,7944.9,8045.7,100.77,ok
15092,7977.9,8048.8,70.94,ok
11968,7873.6,8057.5,183.89,ok
9990,8009.8,8082.8,72.92,ok
17168,7998.4,8092.1,93.62,ok
5216,7953.5,8098.9,145.38,ok
10538,8029.6,8102.8,73.15,ok
25425,8082.8,8116.5,33.77,ok
7660,8048.8,8138.1,89.29,ok
26115,7749.2,8149.1,399.82,ok
14569,8045.7,8150.4,104.73,ok
26712,8116.5,8156.3,39.74,ok
14203,8098.9,8156.4,57.54,ok
26144,8138.1,8161.8,23.74,ok
15832,8102.8,8166.2,63.41,ok
14438,8150.4,8181.1,30.74,ok
25315,8161.8,8192.8,30.95,ok
26214,8166.2,8194.4,28.16,ok
6531,8156.4,8212.4,56.02,ok
15077,8156.3,8218.4,62.13,ok
25384,8092.1,8233.9,141.8,ok
4399,8194.4,8247.9,53.5,ok
26673,8149.1,8262.1,113.08,ok
11028,8181.1,8266.3,85.13,ok
26426,8218.4,8291.4,73.03,ok
26658,8192.8,8319.4,126.59,ok
26263,8247.9,8339.5,91.64,ok
10543,8233.9,8361.5,127.66,ok
25324,8319.4,8366.1,46.68,ok
10795,8262.1,8368.0,105.91,ok
12343,8291.4,8368.9,77.51,ok
26324,8361.5,8388.3,26.74,ok
7436,8368.9,8401.4,32.4,ok
25409,8339.5,8403.4,63.87,ok
9057,8212.4,8415.8,203.35,ok
9876,8401.4,8421.5,20.17,ok
25469,8388.3,8425.0,36.72,ok
15243,8403.4,8425.9,22.47,ok
7559,8266.3,8442.1,175.8,ok
26720,8415.8,8450.6,34.79,ok
25527,8425.0,8458.6,33.6,ok
10322,8421.5,8488.7,67.14,ok
17034,8366.1,8495.9,129.78,ok
12050,8458.6,8499.2,40.57,ok
11614,8368.0,8499.9,131.89,ok
15014,8442.1,8535.9,93.83,ok
26741,8495.9,8547.8,51.94,ok
22566,8499.2,8559.5,60.39,ok
25752,8425.9,8567.2,141.33,ok
25467,8488.7,8570.1,81.47,ok
15149,8450.6,8580.3,129.64,ok
26414,8499.9,8624.6,124.67,ok
26608,8567.2,8638.5,71.31,ok
